price,status,area,price_per_sqft,property_type,locality,builder_name,rera_approval,bhk,society,company_name,flat_type,price_cr,price_segment,area_segment
21500000.0,Ready to Move,1931,11134,3 Bhk Apartment In Conscient Heritage Max,Sector 102,Gupta Realtors,Not Approved By Rera,3,Conscient Heritage Max,Conscient,Apartment,2.15,Premium,Medium
17200000.0,Ready to Move,1650,10424,3 Bhk Apartment In Emaar Gurgaon Greens,Sector 102,Gupta Realtors,Not Approved By Rera,3,Emaar Gurgaon Greens,Emaar,Apartment,1.72,Mid Range,Medium
11800000.0,Ready to Move,915,12896,2 Bhk Apartment In Shapoorji Pallonji Joyville Phase 1,Sector 102,Gupta Realtors,Not Approved By Rera,2,Shapoorji Pallonji Joyville Phase 1,Shapoorji,Apartment,1.18,Mid Range,Compact
38500000.0,Ready to Move,3045,12643,4 Bhk Apartment In Ats Kocoon,Sector 109,Gupta Realtors,Not Approved By Rera,4,Ats Kocoon,ATS,Apartment,3.85,Premium,Ultra Large
32000000.0,Ready to Move,3198,10006,4 Bhk Apartment In Adani M2K Oyster Grande,Sector 102,Gupta Realtors,Not Approved By Rera,4,Adani M2K Oyster Grande,Adani,Apartment,3.2,Premium,Ultra Large
24400000.0,Under Construction,2035,12000,3 Bhk Apartment In Signature Global City 79 B,Sector 79,Home,Approved By Rera,3,Signature Global City 79 B,Signature,Apartment,2.44,Premium,Large
18700000.0,Under Construction,1566,12000,2 Bhk Apartment In Signature Global City 79 B,Sector 79,Property In Gurgaon,Approved By Rera,2,Signature Global City 79 B,Signature,Apartment,1.87,Mid Range,Medium
21900000.0,Under Construction,1831,12000,3 Bhk Apartment In Signature Global City 79 B,Sector 79,Properties For Sale In Gurgaon,Approved By Rera,3,Signature Global City 79 B,Signature,Apartment,2.19,Premium,Medium
55000000.0,Under Construction,1469,37465,4 Bhk Apartment In Godrej Aristocrat,Sector 49,Luxury Projects Associates,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,5.5,Luxury,Medium
68400000.0,Under Construction,1731,39514,4 Bhk Apartment In Godrej Aristocrat,Sector 49,Luxury Projects Associates,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,6.84,Luxury,Medium
65500000.0,Under Construction,1751,37407,4 Bhk Apartment In Godrej Aristocrat,Sector 49,Luxury Projects Associates,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,6.55,Luxury,Medium
33600000.0,Under Construction,968,34746,3 Bhk Apartment In Godrej Aristocrat,Sector 49,Gk Realtors,Approved By Rera,3,Godrej Aristocrat,Godrej,Apartment,3.36,Premium,Compact
38400000.0,Under Construction,1109,34625,3 Bhk Apartment In Godrej Aristocrat,Sector 49,Gk Realtors,Approved By Rera,3,Godrej Aristocrat,Godrej,Apartment,3.84,Premium,Medium
37800000.0,Under Construction,1091,34678,3 Bhk Apartment In Godrej Aristocrat,Sector 49,Gk Realtors,Approved By Rera,3,Godrej Aristocrat,Godrej,Apartment,3.78,Premium,Medium
34700000.0,Under Construction,1002,34665,3 Bhk Apartment In Godrej Aristocrat,Sector 49,Gk Realtors,Approved By Rera,3,Godrej Aristocrat,Godrej,Apartment,3.47,Premium,Medium
24000000.0,Ready to Move,2000,12000,3 Bhk Apartment In Bargainer Homes Luxurious Floor,Sector 43,Gk Realtors,Not Approved By Rera,3,Barga,Barga,Apartment,2.4,Premium,Large
45000000.0,Ready to Move,4500,10000,4 Bhk Apartment In Bargainer Homes Luxurious Floor,Sector 43,Gk Realtors,Not Approved By Rera,4,Barga,Barga,Apartment,4.5,Premium,Ultra Large
33000000.0,Ready to Move,3300,10000,4 Bhk Apartment In Bargainer Homes Luxurious Floor,Sector 43,Gk Realtors,Not Approved By Rera,4,Barga,Barga,Apartment,3.3,Premium,Ultra Large
26000000.0,Ready to Move,2600,10000,3 Bhk Apartment In Bargainer Homes Luxurious Floor,Sector 43,Bargainer Propmart,Not Approved By Rera,3,Barga,Barga,Apartment,2.6,Premium,Large
24000000.0,Ready to Move,1950,12307,3 Bhk Apartment In Bargainer Homes Ultra Luxury Floor,Dlf Phase 1,Bargainer Propmart,Not Approved By Rera,3,Barga,Barga,Apartment,2.4,Premium,Medium
19000000.0,Ready to Move,1800,10555,3 Bhk Apartment In Bargainer Homes Luxury Floor,Sector 41,Bargainer Propmart,Not Approved By Rera,3,Barga,Barga,Apartment,1.9,Mid Range,Medium
20000000.0,Ready to Move,1850,10810,3 Bhk Apartment In Bargainer Modern Premium Floor,Sector 52,Bargainer Propmart,Not Approved By Rera,3,Barga,Barga,Apartment,2.0,Premium,Medium
20000000.0,Ready to Move,1900,10526,3 Bhk Apartment In Bargainer Ultra Modern Floor,Sector 46,Bargainer Propmart,Not Approved By Rera,3,Barga,Barga,Apartment,2.0,Premium,Medium
27600000.0,Ready to Move,1370,20200,3 Bhk Apartment In Godrej Air,Sector 85,Bargainer Propmart,Not Approved By Rera,3,Godrej Air,Godrej,Apartment,2.76,Premium,Medium
21000000.0,Ready to Move,1044,20200,2 Bhk Apartment In Godrej Air,Sector 85,Bargainer Propmart,Not Approved By Rera,2,Godrej Air,Godrej,Apartment,2.1,Premium,Medium
41000000.0,Ready to Move,3240,12654,4 Bhk Independent Floor In Unitech South City Ii,Sector 49,Home,Not Approved By Rera,4,Unitech South City Ii,Unitech,Floor,4.1,Premium,Ultra Large
36800000.0,Ready to Move,2375,15494,3 Bhk Apartment In Tata Raisina Residency,Sector 59,Property In Gurgaon,Not Approved By Rera,3,Tata Rais,Tata,Apartment,3.68,Premium,Large
80000000.0,Ready to Move,6000,13333,6 Bhk Apartment In Tata Raisina Residency,Sector 59,Properties For Sale In Gurgaon,Not Approved By Rera,6,Tata Rais,Tata,Apartment,8.0,Luxury,Ultra Large
43800000.0,Under Construction,3250,13476,4 Bhk Apartment In Godrej Zenith,Sector 89,Homes Solution,Approved By Rera,4,Godrej Zenith,Godrej,Apartment,4.38,Premium,Ultra Large
35500000.0,Ready to Move,2450,14489,3 Bhk Apartment In Puri Emerald Bay,Sector 104,Angel Bricks,Not Approved By Rera,3,Puri Emerald Bay,Puri,Apartment,3.55,Premium,Large
50000000.0,Under Construction,2577,19402,4 Bhk Apartment In Godrej Aristocrat,Sector 49,Angel Bricks,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,5.0,Luxury,Large
65000000.0,Under Construction,3387,19191,4 Bhk Apartment In Godrej Aristocrat,Sector 49,Gk Realtors,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,6.5,Luxury,Ultra Large
6800000.0,Ready to Move,1100,6181,2 Bhk Apartment In Apex Our Homes,Sector 37C,Gk Realtors,Not Approved By Rera,2,Apex Our Homes,Apex,Apartment,0.68,Affordable,Medium
15000000.0,Ready to Move,1865,8042,3 Bhk Apartment In Pareena Express Heights,Sector 99A,Gk Realtors,Not Approved By Rera,3,Pareena Express Heights,Pareena,Apartment,1.5,Mid Range,Medium
19500000.0,Ready to Move,2425,8041,4 Bhk Apartment In Pareena Express Heights,Sector 99A,Gk Realtors,Not Approved By Rera,4,Pareena Express Heights,Pareena,Apartment,1.95,Mid Range,Large
18500000.0,Under Construction,1310,14122,2 Bhk Apartment In M3M Capital,Sector 113,Home,Approved By Rera,2,M3M Capital,M3M,Apartment,1.85,Mid Range,Medium
57200000.0,Ready to Move,3090,18511,3 Bhk Apartment In Ambience Creacions,Sector 22 Gurgaon,Property In Gurgaon,Not Approved By Rera,3,Ambience Creacions,Ambience,Apartment,5.72,Luxury,Ultra Large
12500000.0,Ready to Move,2000,6250,3 Bhk Independent Floor In Ansal Esencia,Sector 67,Properties For Sale In Gurgaon,Not Approved By Rera,3,Ansal Esencia,Ansal,Floor,1.25,Mid Range,Large
47500000.0,Ready to Move,3600,13194,4 Bhk Independent Floor In Today Developer 5,Sector 43,Home,Not Approved By Rera,4,Today Developer 5,Today,Floor,4.75,Premium,Ultra Large
25000000.0,Ready to Move,1800,13888,3 Bhk Independent Floor In Today Developer 4,Dlf Phase 4,Property In Gurgaon,Not Approved By Rera,3,Today Developer 4,Today,Floor,2.5,Premium,Medium
30000000.0,Ready to Move,2700,11111,4 Bhk Independent Floor In Today Developer 4,Dlf Phase 4,Properties For Sale In Gurgaon,Not Approved By Rera,4,Today Developer 4,Today,Floor,3.0,Premium,Large
50000000.0,Ready to Move,4320,11574,4 Bhk Independent Floor In Today Developer 4,Dlf Phase 4,Today Associates,Not Approved By Rera,4,Today Developer 4,Today,Floor,5.0,Luxury,Ultra Large
47500000.0,Ready to Move,3600,13194,4 Bhk Independent Floor In Today Developer 4,Dlf Phase 4,Today Associates,Not Approved By Rera,4,Today Developer 4,Today,Floor,4.75,Premium,Ultra Large
42500000.0,Ready to Move,2800,15178,4 Bhk Independent Floor In Today Developer 3,Sector 26 Gurgaon,Today Associates,Not Approved By Rera,4,Today Developer 3,Today,Floor,4.25,Premium,Large
26000000.0,Ready to Move,1800,14444,3 Bhk Independent Floor In Today Developer 3,Sector 26 Gurgaon,Today Associates,Not Approved By Rera,3,Today Developer 3,Today,Floor,2.6,Premium,Medium
60000000.0,Ready to Move,4500,13333,4 Bhk Independent Floor In Today Developer 3,Sector 26 Gurgaon,Today Associates,Not Approved By Rera,4,Today Developer 3,Today,Floor,6.0,Luxury,Ultra Large
45000000.0,Ready to Move,3500,12857,4 Bhk Independent Floor In Today Developer 3,Sector 26 Gurgaon,Today Associates,Not Approved By Rera,4,Today Developer 3,Today,Floor,4.5,Premium,Ultra Large
30000000.0,Ready to Move,2300,13043,4 Bhk Independent Floor In Today Developer 3,Sector 26 Gurgaon,Today Associates,Not Approved By Rera,4,Today Developer 3,Today,Floor,3.0,Premium,Large
25000000.0,Ready to Move,1800,13888,3 Bhk Independent Floor In Today Developer 1,Dlf Phase 2,Today Associates,Not Approved By Rera,3,Today Developer 1,Today,Floor,2.5,Premium,Medium
30000000.0,Ready to Move,2700,11111,4 Bhk Independent Floor In Today Developer 1,Dlf Phase 2,Today Associates,Not Approved By Rera,4,Today Developer 1,Today,Floor,3.0,Premium,Large
50000000.0,Ready to Move,4320,11574,4 Bhk Independent Floor In Today Developer 1,Dlf Phase 2,Today Associates,Not Approved By Rera,4,Today Developer 1,Today,Floor,5.0,Luxury,Ultra Large
47500000.0,Ready to Move,3600,13194,4 Bhk Independent Floor In Today Developer 1,Dlf Phase 2,Today Associates,Not Approved By Rera,4,Today Developer 1,Today,Floor,4.75,Premium,Ultra Large
21500000.0,Under Construction,1611,13400,3 Bhk Independent Floor In Trehan Luxury Floors 71,Sector 71,Today Associates,Approved By Rera,3,Trehan Luxury Floors 71,Trehan,Floor,2.15,Premium,Medium
47200000.0,Under Construction,2248,21000,4 Bhk Apartment In M3M M3M Crown,Sector 111,Today Associates,Approved By Rera,4,M3M M3M Crown,M3M,Apartment,4.72,Premium,Large
32600000.0,Under Construction,1555,21000,3 Bhk Apartment In M3M M3M Crown,Sector 111,Today Associates,Approved By Rera,3,M3M M3M Crown,M3M,Apartment,3.26,Premium,Medium
52699999.99999999,Under Construction,2510,21000,4 Bhk Apartment In M3M M3M Crown,Sector 111,Chirag Khatri,Approved By Rera,4,M3M M3M Crown,M3M,Apartment,5.27,Luxury,Large
286000000.0,Under Construction,1300,220000,2 Bhk Apartment In M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved By Rera,2,M3M Capital,M3M,Apartment,28.6,Luxury,Medium
69000000.0,Under Construction,4500,15333,4 Bhk Independent Floor In Emaar Emerald Hill,Sector 65,Home,Approved By Rera,4,Emaar Emerald Hill,Emaar,Floor,6.9,Luxury,Ultra Large
16000000.0,Ready to Move,1720,9302,3 Bhk Apartment In Emaar Palm Gardens,Sector 83,Property In Gurgaon,Not Approved By Rera,3,Emaar Palm Gardens,Emaar,Apartment,1.6,Mid Range,Medium
32500000.0,Ready to Move,2051,15845,3 Bhk Apartment In Ireo Uptown,Sector 66,Properties For Sale In Gurgaon,Not Approved By Rera,3,Ireo Uptown,Ireo,Apartment,3.25,Premium,Large
12000000.0,Ready to Move,1250,9600,2 Bhk Apartment In Indiabulls Centrum Park,Sector 103,Gupta Realtors,Not Approved By Rera,2,Indiabulls Centrum Park,Indiabulls,Apartment,1.2,Mid Range,Medium
21000000.0,Ready to Move,2600,8076,4 Bhk Apartment In Ss Linden,Sector 84,Sagar,Not Approved By Rera,4,Ss L,SS,Apartment,2.1,Premium,Large
11500000.0,Ready to Move,1870,6149,3 Bhk Apartment In Raheja Vedaanta,Sector 108,Sagar,Not Approved By Rera,3,Raheja Vedaanta,Raheja,Apartment,1.15,Mid Range,Medium
18000000.0,Ready to Move,2285,7877,3 Bhk Apartment In Microtek Greenburg,Sector 86,Gupta Realtors,Not Approved By Rera,3,Microtek Greenburg,Microtek,Apartment,1.8,Mid Range,Large
55000000.0,Ready to Move,2666,20630,4 Bhk Apartment In Emaar Palm Drive,Sector 66,Sagar,Not Approved By Rera,4,Emaar Palm Drive,Emaar,Apartment,5.5,Luxury,Large
27500000.0,Ready to Move,2300,11956,4 Bhk Independent Floor In Kibithu Kibithu Homes,Sector 47,Home,Not Approved By Rera,4,Kibithu Kibithu Homes,Kibithu,Floor,2.75,Premium,Large
41000000.0,Ready to Move,3402,12051,4 Bhk Independent Floor In Vipul World Floors,Sector 48,Property In Gurgaon,Not Approved By Rera,4,Vipul World Floors,Vipul,Floor,4.1,Premium,Ultra Large
17500000.0,Ready to Move,1980,8838,3 Bhk Apartment In Godrej Aria,Sector 79,Properties For Sale In Gurgaon,Not Approved By Rera,3,Godrej Aria,Godrej,Apartment,1.75,Mid Range,Medium
58000000.0,Ready to Move,3460,16763,4 Bhk Apartment In Experion Windchants,Sector 112,Thirty Three Estates Developers,Not Approved By Rera,4,Experion W,Experion,Apartment,5.8,Luxury,Ultra Large
28000000.0,Ready to Move,2579,10856,3 Bhk Apartment In Adani M2K Oyster Grande,Sector 102,Thirty Three Estates Developers,Not Approved By Rera,3,Adani M2K Oyster Grande,Adani,Apartment,2.8,Premium,Large
24000000.0,Under Construction,1750,13714,3 Bhk Apartment,Sector 89,Arihant Dream Homes,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.4,Premium,Medium
19900000.0,Ready to Move,1300,15307,3 Bhk Independent Floor In Anant Raj Estate Plots,Sector 63,Rising Realtors,Not Approved By Rera,3,Anant Raj Estate Plots,Anant,Floor,1.99,Mid Range,Medium
21500000.0,Under Construction,1305,16475,3 Bhk Apartment In Signature Global City 63A,Sector 63A,Rising Realtors,Approved By Rera,3,Signature Global City 63A,Signature,Apartment,2.15,Premium,Medium
19000000.0,Ready to Move,1590,11949,2 Bhk Apartment In Ireo The Corridors,Sector 67,Thirty Three Estates Developers,Not Approved By Rera,2,Ireo The Corridors,Ireo,Apartment,1.9,Mid Range,Medium
43000000.0,Ready to Move,2550,16862,3 Bhk Apartment In Tata Primanti,Sector 72,Thirty Three Estates Developers,Not Approved By Rera,3,Tata Primanti,Tata,Apartment,4.3,Premium,Large
5200000.0,Ready to Move,590,8813,2 Bhk Apartment In Pivotal Riddhi Siddhi,Sector 99,United Prop Solutions,Not Approved By Rera,2,Pivotal Riddhi Siddhi,Pivotal,Apartment,0.52,Affordable,Compact
29000000.0,Ready to Move,2215,13092,3 Bhk Apartment In Tata Gurgaon Gateway,Sector 112,Neer Me Consultant,Not Approved By Rera,3,Tata Gurgaon Gateway,Tata,Apartment,2.9,Premium,Large
20500000.0,Ready to Move,2000,10250,3 Bhk Apartment In Ss The Coralwood,Sector 84,Shree Associate,Not Approved By Rera,3,Ss The Coralwood,SS,Apartment,2.05,Premium,Large
9600000.0,Ready to Move,980,9795,2 Bhk Independent Floor In Vatika Vatika Independent Floors,Sector 82,Thirty Three Estates Developers,Not Approved By Rera,2,Vatika Vatika Independent Floors,Vatika,Floor,0.96,Affordable,Compact
24000000.0,Ready to Move,1950,12307,3 Bhk Apartment In Bargainer Homes Ultra Luxury Floor,Dlf Phase 1,Home,Not Approved By Rera,3,Barga,Barga,Apartment,2.4,Premium,Medium
19000000.0,Ready to Move,1800,10555,3 Bhk Apartment In Bargainer Homes Luxury Floor,Sector 41,Property In Gurgaon,Not Approved By Rera,3,Barga,Barga,Apartment,1.9,Mid Range,Medium
20000000.0,Ready to Move,1850,10810,3 Bhk Apartment In Bargainer Modern Premium Floor,Sector 52,Properties For Sale In Gurgaon,Not Approved By Rera,3,Barga,Barga,Apartment,2.0,Premium,Medium
30800000.0,Under Construction,2090,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Bargainer Propmart,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,3.08,Premium,Large
20900000.0,Under Construction,1420,14750,2 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Bargainer Propmart,Approved By Rera,2,M3M Golf Hills Phase 1,M3M,Apartment,2.09,Premium,Medium
38700000.0,Under Construction,2630,14750,4 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Bargainer Propmart,Approved By Rera,4,M3M Golf Hills Phase 1,M3M,Apartment,3.87,Premium,Large
55000000.0,Under Construction,1469,37465,4 Bhk Apartment In Godrej Aristocrat,Sector 49,True Blue Advisers,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,5.5,Luxury,Medium
68400000.0,Under Construction,1731,39514,4 Bhk Apartment In Godrej Aristocrat,Sector 49,True Blue Advisers,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,6.84,Luxury,Medium
65500000.0,Under Construction,1751,37407,4 Bhk Apartment In Godrej Aristocrat,Sector 49,True Blue Advisers,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,6.55,Luxury,Medium
33600000.0,Under Construction,968,34746,3 Bhk Apartment In Godrej Aristocrat,Sector 49,First Bricks,Approved By Rera,3,Godrej Aristocrat,Godrej,Apartment,3.36,Premium,Compact
38400000.0,Under Construction,1109,34625,3 Bhk Apartment In Godrej Aristocrat,Sector 49,First Bricks,Approved By Rera,3,Godrej Aristocrat,Godrej,Apartment,3.84,Premium,Medium
37800000.0,Under Construction,1091,34678,3 Bhk Apartment In Godrej Aristocrat,Sector 49,First Bricks,Approved By Rera,3,Godrej Aristocrat,Godrej,Apartment,3.78,Premium,Medium
34700000.0,Under Construction,1002,34665,3 Bhk Apartment In Godrej Aristocrat,Sector 49,First Bricks,Approved By Rera,3,Godrej Aristocrat,Godrej,Apartment,3.47,Premium,Medium
42500000.0,Ready to Move,2800,15178,4 Bhk Independent Floor In Today Developer 6,Dlf Phase 2,First Bricks,Not Approved By Rera,4,Today Developer 6,Today,Floor,4.25,Premium,Large
60000000.0,Ready to Move,4500,13333,4 Bhk Independent Floor In Today Developer 6,Dlf Phase 2,First Bricks,Not Approved By Rera,4,Today Developer 6,Today,Floor,6.0,Luxury,Ultra Large
30000000.0,Ready to Move,2300,13043,4 Bhk Independent Floor In Today Developer 6,Dlf Phase 2,First Bricks,Not Approved By Rera,4,Today Developer 6,Today,Floor,3.0,Premium,Large
30000000.0,Ready to Move,2700,11111,4 Bhk Independent Floor In Today Developer 5,Sector 43,Today Associates,Not Approved By Rera,4,Today Developer 5,Today,Floor,3.0,Premium,Large
50000000.0,Ready to Move,4320,11574,4 Bhk Independent Floor In Today Developer 5,Sector 43,Today Associates,Not Approved By Rera,4,Today Developer 5,Today,Floor,5.0,Luxury,Ultra Large
22500000.0,Ready to Move,1545,14563,2 Bhk Apartment In Ireo Skyon,Sector 60,Home,Not Approved By Rera,2,Ireo Skyon,Ireo,Apartment,2.25,Premium,Medium
29100000.0,Ready to Move,2500,11640,4 Bhk Independent Floor In Raheja Sushant Lok 1 Floors,Sector 43,Property In Gurgaon,Not Approved By Rera,4,Raheja Sushant Lok 1 Floors,Raheja,Floor,2.91,Premium,Large
16500000.0,Under Construction,1440,11458,2 Bhk Independent Floor In Dlf Independent Floors At Dlf Garden City Enclave Phase 2 Plot,Sector 93,Properties For Sale In Gurgaon,Approved By Rera,2,Dlf Independent Floors At Dlf Garden City Enclave Phase 2 Plot,DLF,Floor,1.65,Mid Range,Medium
25700000.0,Ready to Move,3600,7149,4 Bhk Independent Floor,Sector 49,Homes Solution,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.57,Premium,Ultra Large
21100000.0,Ready to Move,2600,8115,4 Bhk Independent Floor,Sector 47,Today Associates,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.11,Premium,Large
25300000.0,Ready to Move,2400,10551,4 Bhk Independent Floor In Kibithu Homes,Sector 47,Gateway Realty,Not Approved By Rera,4,Kibithu Homes,Kibithu,Floor,2.53,Premium,Large
25100000.0,Ready to Move,2600,9684,4 Bhk Independent Floor,Sector 47,Bricksblenders,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.51,Premium,Large
21500000.0,Ready to Move,2600,8291,4 Bhk Independent Floor,Sector 49,Bricksblenders,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.15,Premium,Large
25000000.0,Ready to Move,1717,14560,3 Bhk Apartment In Dhoot Time Residency,Sector 63,Bricksblenders,Not Approved By Rera,3,Dhoot Time Residency,Dhoot,Apartment,2.5,Premium,Medium
32500000.0,Ready to Move,1975,16455,4 Bhk Apartment In Emaar Emerald Floors Premier,Sector 65,Bricksblenders,Not Approved By Rera,4,Emaar Emerald Floors Premier,Emaar,Apartment,3.25,Premium,Medium
45000000.0,Ready to Move,2800,16071,4 Bhk Apartment In Ireo Skyon,Sector 60,Bricksblenders,Not Approved By Rera,4,Ireo Skyon,Ireo,Apartment,4.5,Premium,Large
29000000.0,Ready to Move,2200,13181,3 Bhk Independent Floor,Sector 45,Homes Solution,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.9,Premium,Large
18000000.0,Ready to Move,1700,10588,3 Bhk Independent Floor In Orchid Island,Sector 51,Homes Solution,Not Approved By Rera,3,Orchid Island,Orchid,Floor,1.8,Mid Range,Medium
6000000.0,Ready to Move,900,6666,3 Bhk Apartment In Gls Avenue 51,Sector 92,Homes Solution,Not Approved By Rera,3,Gls Avenue 51,GLS,Apartment,0.6,Affordable,Compact
21000000.0,Ready to Move,2600,8076,4 Bhk Independent Floor,Sector 49,Homes Solution,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.1,Premium,Large
36000000.0,Ready to Move,2050,17560,3 Bhk Apartment,Sector 65,Yoga Reality,Not Approved By Rera,3,Outside Socity,Outside,Plot,3.6,Premium,Large
25000000.0,Ready to Move,2727,9167,4 Bhk Apartment In Dlf New Town Heights 1,Sector 90,Bricksblenders,Not Approved By Rera,4,Dlf New Town Heights 1,DLF,Apartment,2.5,Premium,Large
36800000.0,Ready to Move,2430,15144,4 Bhk Independent Floor In Dlf Independent Floors At Dlf City Phase I Ii And Iii,Dlf Phase 3,Bricksblenders,Not Approved By Rera,4,Dlf Independent Floors At Dlf City Phase I Ii And Iii,DLF,Floor,3.68,Premium,Large
45700000.0,Ready to Move,3050,15000,3 Bhk Apartment In Ganga Nandaka,Sector 84,Homes Solution,Not Approved By Rera,3,Ganga Nandaka,Ganga,Apartment,4.57,Premium,Ultra Large
286000000.0,Under Construction,1300,220000,2 Bhk Apartment In M3M Capital,Sector 113,Home,Approved By Rera,2,M3M Capital,M3M,Apartment,28.6,Luxury,Medium
292600000.0,Under Construction,1330,220000,2 Bhk Apartment In M3M Capital,Sector 113,Property In Gurgaon,Approved By Rera,2,M3M Capital,M3M,Apartment,29.26,Luxury,Medium
453200000.0,Under Construction,2060,220000,4 Bhk Apartment In M3M Capital,Sector 113,Properties For Sale In Gurgaon,Approved By Rera,4,M3M Capital,M3M,Apartment,45.32,Luxury,Large
21500000.0,Under Construction,1611,13400,3 Bhk Independent Floor In Trehan Luxury Floors 71,Sector 71,Khushi Housing Solutions Pvt Ltd,Approved By Rera,3,Trehan Luxury Floors 71,Trehan,Floor,2.15,Premium,Medium
28000000.0,Under Construction,1902,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Khushi Housing Solutions Pvt Ltd,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,2.8,Premium,Medium
16500000.0,Under Construction,1440,11458,2 Bhk Independent Floor In Dlf Independent Floors At Dlf Garden City Enclave Phase 2 Plot,Sector 93,United Prop Solutions,Approved By Rera,2,Dlf Independent Floors At Dlf Garden City Enclave Phase 2 Plot,DLF,Floor,1.65,Mid Range,Medium
19500000.0,Ready to Move,1700,11470,3 Bhk Independent Floor,Sector 41,Home,Not Approved By Rera,3,Outside Socity,Outside,Plot,1.95,Mid Range,Medium
27000000.0,Under Construction,2484,10869,4 Bhk Independent Floor In Unitech South City Ii,Sector 49,Property In Gurgaon,Not Approved By Rera,4,Unitech South City Ii,Unitech,Floor,2.7,Premium,Large
44500000.0,Ready to Move,3500,12714,4 Bhk Independent Floor,Dlf Phase 4,Properties For Sale In Gurgaon,Not Approved By Rera,4,Outside Socity,Outside,Plot,4.45,Premium,Ultra Large
29000000.0,Ready to Move,2450,11836,4 Bhk Independent Floor In Unitech South City Ii,Sector 49,Bargainer Propmart,Not Approved By Rera,4,Unitech South City Ii,Unitech,Floor,2.9,Premium,Large
21100000.0,Ready to Move,2700,7819,4 Bhk Independent Floor,Sector 48,Nayra Realtors,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.11,Premium,Large
25000000.0,Ready to Move,2800,8928,4 Bhk Independent Floor In Raheja Greenwood City Floors,Sector 45,Today Associates,Not Approved By Rera,4,Raheja Greenwood City Floors,Raheja,Floor,2.5,Premium,Large
23000000.0,Ready to Move,2200,10454,3 Bhk Independent Floor,Sector 46,Nayra Realtors,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.3,Premium,Large
18500000.0,Ready to Move,2353,7862,4 Bhk Apartment In Paras Dews,Sector 106,Bricksblenders,Not Approved By Rera,4,Paras Dews,Paras,Apartment,1.85,Mid Range,Large
36000000.0,Under Construction,2072,17374,3 Bhk Apartment In Sobha City,Sector 108,Urbankasa,Approved By Rera,3,Sobha City,Sobha,Apartment,3.6,Premium,Large
27000000.0,Ready to Move,2103,12838,3 Bhk Apartment In Dlf The Primus,Sector 82A,Bargainer Propmart,Not Approved By Rera,3,Dlf The Primus,DLF,Apartment,2.7,Premium,Large
17500000.0,Ready to Move,1550,11290,2 Bhk Apartment In Puri Emerald Bay,Sector 104,Bhoomi Realtors,Not Approved By Rera,2,Puri Emerald Bay,Puri,Apartment,1.75,Mid Range,Medium
25500000.0,Ready to Move,2103,12125,3 Bhk Apartment In Dlf The Primus,Sector 82A,Ag Luxury Abodes,Not Approved By Rera,3,Dlf The Primus,DLF,Apartment,2.55,Premium,Large
35500000.0,Under Construction,2072,17133,3 Bhk Apartment In Sobha City,Sector 108,Ag Luxury Abodes,Approved By Rera,3,Sobha City,Sobha,Apartment,3.55,Premium,Large
27000000.0,Ready to Move,2660,10150,3 Bhk Apartment In Bestech Park View Grand Spa,Sector 81,Ag Luxury Abodes,Not Approved By Rera,3,Bestech Park View Grand Spa,Bestech,Apartment,2.7,Premium,Large
29000000.0,Ready to Move,2450,11836,3 Bhk Apartment In Puri Emerald Bay,Sector 104,Ag Luxury Abodes,Not Approved By Rera,3,Puri Emerald Bay,Puri,Apartment,2.9,Premium,Large
26000000.0,Ready to Move,2149,12098,3 Bhk Apartment In Conscient Heritage Max,Sector 102,Ag Luxury Abodes,Not Approved By Rera,3,Conscient Heritage Max,Conscient,Apartment,2.6,Premium,Large
20000000.0,Ready to Move,2400,8333,3 Bhk Apartment In Assotech Blith,Sector 99,Ag Luxury Abodes,Not Approved By Rera,3,Assotech Blith,Assotech,Apartment,2.0,Premium,Large
19800000.0,Ready to Move,1611,12290,3 Bhk Apartment In Trehan Luxury Floors 71,Sector 71,Rising Realtors,Not Approved By Rera,3,Trehan Luxury Floors 71,Trehan,Apartment,1.98,Mid Range,Medium
