price,status,area,price_per_sqft,property_type,locality,builder_name,rera_approval,bhk,society,company_name,flat_type,price_cr,price_segment,area_segment
33000000.0,Ready to Move,1711,19286,3 Bhk Apartment In Sobha City Phase 1 Part 1,Sector 108,Rising Realtors,Not Approved By Rera,3,Sobha City Phase 1 Part 1,Sobha,Apartment,3.3,Premium,Medium
43000000.0,Under Construction,2250,19111,3 Bhk Apartment In Puri The Aravallis,Sector 61,Rising Realtors,Approved By Rera,3,Puri The Aravallis,Puri,Apartment,4.3,Premium,Large
23000000.0,Ready to Move,2200,10454,3 Bhk Independent Floor,Sector 46,Home,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.3,Premium,Large
25000000.0,Ready to Move,1717,14560,3 Bhk Apartment In Dhoot Time Residency,Sector 63,Property In Gurgaon,Not Approved By Rera,3,Dhoot Time Residency,Dhoot,Apartment,2.5,Premium,Medium
28000000.0,Ready to Move,1750,16000,3 Bhk Independent Floor,Sector 65,Properties For Sale In Gurgaon,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.8,Premium,Medium
18000000.0,Ready to Move,1700,10588,3 Bhk Independent Floor In Orchid Island,Sector 51,Bargainer Propmart,Not Approved By Rera,3,Orchid Island,Orchid,Floor,1.8,Mid Range,Medium
27000000.0,Under Construction,2484,10869,4 Bhk Independent Floor In Unitech South City Ii,Sector 49,Homes Solution,Not Approved By Rera,4,Unitech South City Ii,Unitech,Floor,2.7,Premium,Large
23500000.0,Ready to Move,1800,13055,3 Bhk Independent Floor In Dhara Malibu Town Floors,Sector 47,Homes Solution,Not Approved By Rera,3,Dhara Malibu Town Floors,Dhara,Floor,2.35,Premium,Medium
54000000.0,Under Construction,2700,20000,4 Bhk Apartment,Sector 113,Homes Solution,Not Approved By Rera,4,Outside Socity,Outside,Plot,5.4,Luxury,Large
42200000.0,Under Construction,2100,20095,3 Bhk Apartment,Sector 113,Nayra Realtors,Not Approved By Rera,3,Outside Socity,Outside,Plot,4.22,Premium,Large
18500000.0,Ready to Move,1728,10706,3 Bhk Independent Floor,Sector 48,Thirty Three Estates Developers,Not Approved By Rera,3,Outside Socity,Outside,Plot,1.85,Mid Range,Medium
24800000.0,Ready to Move,1640,15121,3 Bhk Apartment In Smart Smartworld Orchard,Sector 61,Thirty Three Estates Developers,Not Approved By Rera,3,Smart Smartworld Orchard,Smart,Apartment,2.48,Premium,Medium
35000000.0,Under Construction,2100,16666,3 Bhk Independent Floor In Adani Samsara Avasa,Sector 63,Thirty Three Estates Developers,Approved By Rera,3,Adani Samsara Avasa,Adani,Floor,3.5,Premium,Large
21500000.0,Ready to Move,1692,12706,3 Bhk Apartment In Shapoorji Pallonji Joyville,Sector 102,Thirty Three Estates Developers,Not Approved By Rera,3,Shapoorji Pallonji Joyville,Shapoorji,Apartment,2.15,Premium,Medium
17900000.0,Ready to Move,1997,8963,3 Bhk Apartment In Pareena Coban Residences,Sector 99A,United Prop Solutions,Not Approved By Rera,3,Pareena Coban Residences,Pareena,Apartment,1.79,Mid Range,Medium
13700000.000000002,Under Construction,1443,9494,3 Bhk Apartment In Smart Smart World Gems,Sector 89,United Prop Solutions,Approved By Rera,3,Smart Smart World Gems,Smart,Apartment,1.37,Mid Range,Medium
26500000.0,Ready to Move,2095,12649,3 Bhk Apartment In Ats Kocoon,Sector 109,Arihant Dream Homes,Not Approved By Rera,3,Ats Kocoon,ATS,Apartment,2.65,Premium,Large
34000000.0,Ready to Move,3200,10625,4 Bhk Apartment In Adani M2K Oyster Grande,Sector 102,Home,Not Approved By Rera,4,Adani M2K Oyster Grande,Adani,Apartment,3.4,Premium,Ultra Large
13500000.0,Ready to Move,1350,10000,3 Bhk Apartment In Shree Vardhman Shree Vardhman Victoria,Sector 70,Property In Gurgaon,Not Approved By Rera,3,Shree Vardhman Shree Vardhman Victoria,Shree,Apartment,1.35,Mid Range,Medium
23500000.0,Ready to Move,1800,13055,3 Bhk Independent Floor In Dhara Malibu Town Floors,Sector 47,Properties For Sale In Gurgaon,Not Approved By Rera,3,Dhara Malibu Town Floors,Dhara,Floor,2.35,Premium,Medium
54000000.0,Under Construction,2700,20000,4 Bhk Apartment,Sector 113,Rising Realtors,Not Approved By Rera,4,Outside Socity,Outside,Plot,5.4,Luxury,Large
42200000.0,Under Construction,2100,20095,3 Bhk Apartment,Sector 113,Arihant Dream Homes,Not Approved By Rera,3,Outside Socity,Outside,Plot,4.22,Premium,Large
30000000.0,Ready to Move,3200,9375,4 Bhk Independent House In Emaar Gurgaon Greens,Sector 102,Get Home Fix,Not Approved By Rera,4,Emaar Gurgaon Greens,Emaar,House,3.0,Premium,Ultra Large
20000000.0,Ready to Move,2400,8333,3 Bhk Apartment In Assotech Blith,Sector 99,Home,Not Approved By Rera,3,Assotech Blith,Assotech,Apartment,2.0,Premium,Large
19800000.0,Ready to Move,1611,12290,3 Bhk Apartment In Trehan Luxury Floors 71,Sector 71,Property In Gurgaon,Not Approved By Rera,3,Trehan Luxury Floors 71,Trehan,Apartment,1.98,Mid Range,Medium
27500000.0,Ready to Move,2300,11956,4 Bhk Independent Floor In Kibithu Kibithu Homes,Sector 47,Properties For Sale In Gurgaon,Not Approved By Rera,4,Kibithu Kibithu Homes,Kibithu,Floor,2.75,Premium,Large
41000000.0,Ready to Move,3402,12051,4 Bhk Independent Floor In Vipul World Floors,Sector 48,Rising Realtors,Not Approved By Rera,4,Vipul World Floors,Vipul,Floor,4.1,Premium,Ultra Large
17500000.0,Ready to Move,1980,8838,3 Bhk Apartment In Godrej Aria,Sector 79,Thirty Three Estates Developers,Not Approved By Rera,3,Godrej Aria,Godrej,Apartment,1.75,Mid Range,Medium
23500000.0,Ready to Move,1931,12169,3 Bhk Apartment In Conscient Heritage Max,Sector 102,Thirty Three Estates Developers,Not Approved By Rera,3,Conscient Heritage Max,Conscient,Apartment,2.35,Premium,Medium
105000000.0,Ready to Move,3850,27272,4 Bhk Apartment In Emaar The Palm Springs,Sector 54,Arihant Dream Homes,Not Approved By Rera,4,Emaar The Palm Spr,Emaar,Apartment,10.5,Luxury,Ultra Large
20000000.0,Ready to Move,1449,13802,2 Bhk Apartment In Paras Irene,Sector 70A,Shree Associate,Not Approved By Rera,2,Paras Irene,Paras,Apartment,2.0,Premium,Medium
45000000.0,Ready to Move,2470,18218,3 Bhk Apartment In Bestech Park View Spa,Sector 47,Shree Associate,Not Approved By Rera,3,Bestech Park View Spa,Bestech,Apartment,4.5,Premium,Large
34100000.0,Under Construction,1976,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Home,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,3.41,Premium,Medium
34100000.0,Under Construction,1975,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Property In Gurgaon,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,3.41,Premium,Medium
109900000.0,Under Construction,6353,17300,4 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Properties For Sale In Gurgaon,Approved By Rera,4,Krisumi Waterfall Residences,Krisumi,Apartment,10.99,Luxury,Ultra Large
33600000.0,Under Construction,1946,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Propheal,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,3.36,Premium,Medium
34000000.0,Under Construction,1967,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Propheal,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,3.4,Premium,Medium
43300000.0,Under Construction,2503,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Propheal,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,4.33,Premium,Large
34100000.0,Under Construction,1976,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Propheal,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,3.41,Premium,Medium
34100000.0,Under Construction,1975,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Propheal,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,3.41,Premium,Medium
33800000.0,Under Construction,1955,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Propheal,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,3.38,Premium,Medium
109900000.0,Under Construction,6353,17300,4 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Propheal,Approved By Rera,4,Krisumi Waterfall Residences,Krisumi,Apartment,10.99,Luxury,Ultra Large
43700000.0,Under Construction,2528,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Propheal,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,4.37,Premium,Large
43900000.0,Under Construction,2538,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Propheal,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,4.39,Premium,Large
76600000.0,Under Construction,4430,17300,4 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Propheal,Approved By Rera,4,Krisumi Waterfall Residences,Krisumi,Apartment,7.66,Luxury,Ultra Large
22200000.000000004,Under Construction,1850,12000,3 Bhk Apartment In Ss Cendana Residence,Sector 83,Propheal,Approved By Rera,3,Ss Cendana Residence,SS,Apartment,2.22,Premium,Medium
22200000.000000004,Under Construction,1850,12000,3 Bhk Apartment In Ss Cendana Residence,Sector 83,Home,Approved By Rera,3,Ss Cendana Residence,SS,Apartment,2.22,Premium,Medium
17400000.0,Under Construction,1450,12000,3 Bhk Apartment In Ss Cendana Residence,Sector 83,Property In Gurgaon,Approved By Rera,3,Ss Cendana Residence,SS,Apartment,1.74,Mid Range,Medium
17400000.0,Under Construction,1450,12000,3 Bhk Apartment In Ss Cendana Residence,Sector 83,Properties For Sale In Gurgaon,Approved By Rera,3,Ss Cendana Residence,SS,Apartment,1.74,Mid Range,Medium
5200000.0,Under Construction,450,11555,2 Bhk Independent House,Sector 105,Propheal,Not Approved By Rera,2,Outside Socity,Outside,Plot,0.52,Affordable,Compact
5200000.0,Ready to Move,700,7428,2 Bhk Apartment In Shree Vardhman Green Court,Sector 90,Propheal,Not Approved By Rera,2,Shree Vardhman Green Court,Shree,Apartment,0.52,Affordable,Compact
28000000.0,Under Construction,1902,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Propheal,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,2.8,Premium,Medium
30800000.0,Under Construction,2090,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Lannyard Advisors Companies,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,3.08,Premium,Large
30800000.0,Under Construction,2090,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Gateway Realty,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,3.08,Premium,Large
20900000.0,Under Construction,1420,14750,2 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Asset Daddy,Approved By Rera,2,M3M Golf Hills Phase 1,M3M,Apartment,2.09,Premium,Medium
38700000.0,Under Construction,2630,14750,4 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Asset Daddy,Approved By Rera,4,M3M Golf Hills Phase 1,M3M,Apartment,3.87,Premium,Large
17000000.0,Ready to Move,2250,7555,3 Bhk Independent Floor In Aadhar Ww 72 Malibu Town,Sector 47,Asset Daddy,Not Approved By Rera,3,Aadhar Ww 72 Malibu Town,Aadhar,Floor,1.7,Mid Range,Large
16000000.0,Ready to Move,1728,9259,4 Bhk Independent Floor In Kohli Malibu Homes,Sector 47,Asset Daddy,Not Approved By Rera,4,Kohli Malibu Homes,Kohli,Floor,1.6,Mid Range,Medium
22500000.0,Ready to Move,2700,8333,4 Bhk Independent Floor In Ansal Versalia Phase A2,Sector 67,Asset Daddy,Not Approved By Rera,4,Ansal Versalia Phase A2,Ansal,Floor,2.25,Premium,Large
25000000.0,Ready to Move,2082,12007,3 Bhk Apartment In Omaxe The Nile,Sector 49,Paramount Associates,Not Approved By Rera,3,Omaxe The Nile,Omaxe,Apartment,2.5,Premium,Large
4500000.0,Ready to Move,720,6250,1 Bhk Apartment In Ameya Sapphire Eighty Three,Sector 83,Paramount Associates,Not Approved By Rera,1,Ameya Sapphire Eighty Three,Ameya,Apartment,0.45,Affordable,Compact
109200000.0,Ready to Move,4968,22000,4 Bhk Apartment In M3M Golf Estate,Sector 65,Nayra Realtors,Not Approved By Rera,4,M3M Golf Estate,M3M,Apartment,10.92,Luxury,Ultra Large
41000000.0,Under Construction,2282,18000,3 Bhk Apartment In Puri Diplomatic Residences,Sector 111,Nayra Realtors,Approved By Rera,3,Puri Diplomatic Residences,Puri,Apartment,4.1,Premium,Large
43900000.0,Under Construction,2440,18000,4 Bhk Apartment In Puri Diplomatic Residences,Sector 111,Vandana Homes,Approved By Rera,4,Puri Diplomatic Residences,Puri,Apartment,4.39,Premium,Large
22000000.0,Ready to Move,2100,10476,3 Bhk Independent Floor,Sector 51,Home,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.2,Premium,Large
42000000.0,Ready to Move,4800,8750,5 Bhk Independent Floor,Sector 57,Property In Gurgaon,Not Approved By Rera,5,Outside Socity,Outside,Plot,4.2,Premium,Ultra Large
22000000.0,Ready to Move,1800,12222,3 Bhk Independent Floor In Raheja South City 1 Floors,Sector 41,Properties For Sale In Gurgaon,Not Approved By Rera,3,Raheja South City 1 Floors,Raheja,Floor,2.2,Premium,Medium
28000000.0,Ready to Move,2812,9957,3 Bhk Apartment In Godrej Air,Sector 85,Homes Solution,Not Approved By Rera,3,Godrej Air,Godrej,Apartment,2.8,Premium,Large
13000000.0,Ready to Move,450,28888,1 Bhk Independent House,Palam Vihar,Homes Solution,Not Approved By Rera,1,Outside Socity,Outside,Plot,1.3,Mid Range,Compact
20000000.0,Ready to Move,1900,10526,3 Bhk Independent Floor,Palam Vihar,Homes Solution,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.0,Premium,Medium
22500000.0,Ready to Move,2800,8035,4 Bhk Independent Floor,Palam Vihar,Sunrise Property Consultants,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.25,Premium,Large
52500000.0,Ready to Move,3150,16666,4 Bhk Villa,Palam Vihar,Shree Ganesh Real Estate,Not Approved By Rera,4,Outside Socity,Outside,Plot,5.25,Luxury,Ultra Large
23000000.0,Ready to Move,3240,7098,4 Bhk Independent Floor,Palam Vihar,Shree Ganesh Real Estate,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.3,Premium,Ultra Large
23500000.0,Ready to Move,3240,7253,4 Bhk Independent Floor,Palam Vihar,Shree Ganesh Real Estate,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.35,Premium,Ultra Large
75900000.0,Ready to Move,3454,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,Shree Ganesh Real Estate,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,7.59,Luxury,Ultra Large
75900000.0,Ready to Move,3452,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,Shree Ganesh Real Estate,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,7.59,Luxury,Ultra Large
85700000.0,Ready to Move,3898,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,Shree Ganesh Real Estate,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,8.57,Luxury,Ultra Large
283200000.0,Ready to Move,6000,47202,4 Bhk Apartment In Dlf The Aralias,Sector 42,The Assetree,Not Approved By Rera,4,Dlf The Aralias,DLF,Apartment,28.32,Luxury,Ultra Large
276800000.0,Ready to Move,5866,47203,5 Bhk Apartment In Dlf The Aralias,Sector 42,The Assetree,Not Approved By Rera,5,Dlf The Aralias,DLF,Apartment,27.68,Luxury,Ultra Large
274900000.0,Ready to Move,5825,47202,4 Bhk Apartment In Dlf The Aralias,Sector 42,The Assetree,Not Approved By Rera,4,Dlf The Aralias,DLF,Apartment,27.49,Luxury,Ultra Large
264300000.0,Ready to Move,5600,47203,4 Bhk Apartment In Dlf The Aralias,Sector 42,The Assetree,Not Approved By Rera,4,Dlf The Aralias,DLF,Apartment,26.43,Luxury,Ultra Large
263100000.0,Ready to Move,5575,47202,4 Bhk Apartment In Dlf The Aralias,Sector 42,The Assetree,Not Approved By Rera,4,Dlf The Aralias,DLF,Apartment,26.31,Luxury,Ultra Large
278400000.0,Ready to Move,5900,47202,5 Bhk Apartment In Dlf The Aralias,Sector 42,The Assetree,Not Approved By Rera,5,Dlf The Aralias,DLF,Apartment,27.84,Luxury,Ultra Large
113500000.0,Ready to Move,5163,22000,4 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,4,M3M Golf Estate,M3M,Apartment,11.35,Luxury,Ultra Large
84300000.0,Ready to Move,3836,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,Home,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,8.43,Luxury,Ultra Large
84500000.0,Ready to Move,3843,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,Property In Gurgaon,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,8.45,Luxury,Ultra Large
84700000.0,Ready to Move,3850,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,Properties For Sale In Gurgaon,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,8.47,Luxury,Ultra Large
114800000.0,Ready to Move,5219,22000,4 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,4,M3M Golf Estate,M3M,Apartment,11.48,Luxury,Ultra Large
83500000.0,Ready to Move,3799,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,8.35,Luxury,Ultra Large
135700000.0,Ready to Move,6171,22000,4 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,4,M3M Golf Estate,M3M,Apartment,13.57,Luxury,Ultra Large
112100000.0,Ready to Move,5096,22000,4 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,4,M3M Golf Estate,M3M,Apartment,11.21,Luxury,Ultra Large
112000000.0,Ready to Move,5092,22000,4 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,4,M3M Golf Estate,M3M,Apartment,11.2,Luxury,Ultra Large
99800000.0,Ready to Move,4539,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,9.98,Luxury,Ultra Large
88200000.0,Ready to Move,4010,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,8.82,Luxury,Ultra Large
64900000.0,Ready to Move,2952,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,6.49,Luxury,Large
65100000.0,Ready to Move,2962,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,6.51,Luxury,Large
133300000.0,Ready to Move,6060,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,13.33,Luxury,Ultra Large
87200000.0,Ready to Move,3967,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,8.72,Luxury,Ultra Large
49200000.0,Ready to Move,2240,22000,2 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,2,M3M Golf Estate,M3M,Apartment,4.92,Premium,Large
77100000.0,Ready to Move,3505,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,7.71,Luxury,Ultra Large
65599999.99999999,Ready to Move,2985,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,6.56,Luxury,Large
100700000.0,Ready to Move,4581,22000,4 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,4,M3M Golf Estate,M3M,Apartment,10.07,Luxury,Ultra Large
108700000.0,Ready to Move,4944,22000,4 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,4,M3M Golf Estate,M3M,Apartment,10.87,Luxury,Ultra Large
82100000.00000001,Ready to Move,3732,22000,3 Bhk Apartment In M3M Golf Estate,Sector 65,The Assetree,Not Approved By Rera,3,M3M Golf Estate,M3M,Apartment,8.21,Luxury,Ultra Large
42800000.0,Under Construction,2380,18000,3 Bhk Apartment In Puri Diplomatic Residences,Sector 111,Home,Approved By Rera,3,Puri Diplomatic Residences,Puri,Apartment,4.28,Premium,Large
9200000.0,Under Construction,1269,7249,2 Bhk Apartment In Eldeco Acclaim,Sector 2 Sohna,Property In Gurgaon,Approved By Rera,2,Eldeco Acclaim,Eldeco,Apartment,0.92,Affordable,Medium
16500000.0,Ready to Move,2122,7775,3 Bhk Apartment In Eldeco Accolade,Sector 2 Sohna,Properties For Sale In Gurgaon,Not Approved By Rera,3,Eldeco Accolade,Eldeco,Apartment,1.65,Mid Range,Large
114000000.0,Ready to Move,5185,22000,4 Bhk Apartment In M3M Golf Estate,Sector 65,Ag Luxury Abodes,Not Approved By Rera,4,M3M Golf Estate,M3M,Apartment,11.4,Luxury,Ultra Large
18500000.0,Ready to Move,2122,8718,3 Bhk Apartment In Eldeco Accolade,Sector 2 Sohna,Mas Infra,Not Approved By Rera,3,Eldeco Accolade,Eldeco,Apartment,1.85,Mid Range,Large
