sector,price,price_per_sqft,built_up_area,bedRoom,bathroom,property_type,latitude,longitude
sector 65,2.01,13499.0,1482.0,2.0,2.0,flat,28.403,77.069
sector 92,0.21,6954.0,336.0,1.0,1.0,flat,28.4079,76.9153
sector 60,2.05,15185.0,1520.0,2.0,3.0,flat,28.4003,77.0975
sector 56,0.45,7500.0,543.0,1.0,1.0,flat,28.4245,77.0991
sector 37d,0.75,5319.0,1410.0,2.0,2.0,flat,28.4478,76.9703
sector 65,6.15,18287.0,3027.0,3.0,3.0,flat,28.403,77.069
sector 89,1.16,8152.0,1581.0,3.0,3.0,flat,28.4253,76.9439
sector 79,2.03,9046.0,2031.0,3.0,4.0,flat,28.3624,76.9787
sector 37,1.43,7186.0,1845.0,3.0,3.0,flat,28.4375,76.9999
sector 90,0.92,4907.0,1493.0,3.0,4.0,flat,28.4085,76.9369
sector 49,4.52,10984.0,3724.0,5.0,5.0,flat,28.4121,77.048
sector 43,5.25,20388.0,2570.0,4.0,4.0,flat,28.4629,77.0772
sector 79,1.3,8725.0,1176.0,3.0,3.0,flat,28.3624,76.9787
sector 63a,1.4,11336.0,1372.0,2.0,2.0,flat,28.3923,77.0888
sector 6,1.25,11574.0,120.0,2.0,5.0,house,28.4745,77.0262
sector 108,3.25,15685.0,2072.0,3.0,3.0,flat,28.5134,76.983
sector 92,0.99,9074.0,1091.0,3.0,2.0,flat,28.4079,76.9153
sector 79,1.3,9623.0,1223.0,2.0,4.0,flat,28.3624,76.9787
sector 46,5.5,23061.0,2385.0,8.0,8.0,house,28.4374,77.0586
sector 17,7.2,15926.0,4494.0,4.0,4.0,house,28.4791,77.0608
sector 90,1.65,7449.0,2214.0,4.0,4.0,flat,28.4085,76.9369
sector 37,0.9,5856.0,1537.0,3.0,3.0,flat,28.4375,76.9999
sector 108,1.9,13758.0,1250.0,2.0,2.0,flat,28.5134,76.983
sector 23,5.5,13095.0,4200.0,9.0,9.0,house,28.5121,77.0478
sector 90,1.25,8117.0,1640.0,3.0,3.0,flat,28.4085,76.9369
sector 6,0.75,10519.0,713.0,2.0,4.0,house,28.4745,77.0262
sector 22,3.2,11498.0,2517.0,3.0,4.0,flat,28.5072,77.064
sector 107,1.8,7624.0,1837.0,3.0,4.0,flat,28.5052,76.9729
sector 67a,1.8,9370.0,1551.0,3.0,3.0,flat,28.396,77.0372
sector 82,7.0,21605.0,3240.0,4.0,4.0,house,28.3935,76.96
sector 107,0.5,8929.0,622.0,2.0,2.0,flat,28.5052,76.9729
sector 82a,3.5,13431.0,2896.0,5.0,5.0,flat,28.3858,76.9686
sector 2,5.0,12500.0,4000.0,6.0,4.0,house,28.5095,77.032
sector 69,0.91,6863.0,1473.0,3.0,2.0,flat,28.3966,77.0341
sector 2,4.0,16667.0,2400.0,4.0,4.0,house,28.5095,77.032
sector 66,2.85,14615.0,1950.0,3.0,3.0,flat,28.3925,77.0541
sector 81,0.5,7886.0,704.0,2.0,2.0,flat,28.3867,76.9485
sector 77,2.1,10370.0,1833.0,3.0,3.0,flat,28.3801,76.9845
sector 7,2.0,11111.0,1800.0,2.0,2.0,house,28.4644,77.0143
sector 65,6.15,15999.0,4271.0,3.0,5.0,flat,28.403,77.069
sector 84,0.92,5041.0,1652.0,3.0,3.0,flat,28.3979,76.9736
sector 28,1.45,8002.0,1800.0,3.0,2.0,house,28.4728,77.0865
sector 2,1.55,8073.0,1738.0,3.0,4.0,flat,28.5095,77.032
sector 103,2.36,9183.0,2729.0,4.0,6.0,flat,28.4949,76.9845
sector 104,1.2,17544.0,877.0,2.0,2.0,flat,28.4788,76.996
sector 92,0.5,5000.0,905.0,2.0,2.0,flat,28.4079,76.9153
sector 110,3.25,9559.0,3077.0,4.0,4.0,flat,28.5145,77.0197
sector 102,1.35,14754.0,828.0,2.0,2.0,flat,28.475,76.9715
sector 65,2.35,14242.0,1650.0,3.0,3.0,flat,28.403,77.069
sector 37,0.38,4108.0,925.0,2.0,2.0,flat,28.4375,76.9999
sector 56,2.11,8612.0,2250.0,3.0,2.0,flat,28.4245,77.0991
sector 74,1.48,12333.0,1300.0,2.0,2.0,flat,28.4158,77.0118
sector 26,17.0,37627.0,4518.0,5.0,6.0,house,28.4757,77.1032
sector 36,0.41,6269.0,654.0,2.0,2.0,flat,28.416,76.9914
sector 85,2.05,7290.0,2500.0,4.0,4.0,flat,28.4042,76.9513
sector 109,2.95,9365.0,2851.0,4.0,5.0,flat,28.5073,77.0089
sohna road,0.53,6386.0,913.0,2.0,2.0,flat,,
sector 7,2.43,14890.0,345.0,4.0,4.0,house,28.4644,77.0143
sector 92,0.95,5008.0,1717.0,4.0,5.0,flat,28.4079,76.9153
sector 48,7.25,22377.0,3240.0,4.0,4.0,house,28.4177,77.0359
sector 83,1.19,7438.0,1778.0,3.0,3.0,flat,28.3986,76.9647
sector 99,0.59,3976.0,1133.0,2.0,2.0,flat,28.464,76.9614
sector 111,0.6,8451.0,789.0,2.0,2.0,flat,28.5238,77.032
sector 61,1.41,12250.0,1150.0,2.0,2.0,flat,28.405,77.0963
sector 48,1.75,7202.0,2200.0,3.0,3.0,flat,28.4177,77.0359
sector 66,15.1,18605.0,8067.799999999999,5.0,5.0,house,28.3925,77.0541
sohna road,0.35,6076.0,528.0,2.0,2.0,flat,,
sector 43,2.75,13750.0,2222.0,3.0,4.0,flat,28.4629,77.0772
sector 47,5.25,11667.0,4650.0,9.0,9.0,house,28.4276,77.0492
sector 68,1.0,8475.0,1311.0,2.0,2.0,flat,28.3853,77.0484
sector 71,0.95,7930.0,1084.0,2.0,2.0,flat,28.4104,77.0281
sector 1,0.85,3953.0,1946.0,3.0,3.0,flat,28.3663,76.9456
sector 54,3.25,14118.0,2558.0,3.0,3.0,flat,28.4348,77.1089
sector 83,1.25,6313.0,1792.0,3.0,3.0,flat,28.3986,76.9647
sector 28,8.4,34568.0,2430.0,4.0,4.0,house,28.4728,77.0865
sector 4,0.8,6088.0,146.0,5.0,4.0,house,28.4738,77.0107
sector 68,1.0,12500.0,889.0,2.0,2.0,flat,28.3853,77.0484
sector 111,3.4,11525.0,2670.0,4.0,5.0,flat,28.5238,77.032
sector 103,0.93,6405.0,1613.0,2.0,3.0,flat,28.4949,76.9845
sector 70a,1.18,8138.0,1611.0,3.0,3.0,house,,
sector 62,10.75,19499.0,4990.0,5.0,7.0,flat,28.4139,77.0886
sector 56,1.55,7750.0,1810.0,3.0,3.0,flat,28.4245,77.0991
sector 95,0.9,4500.0,2000.0,3.0,3.0,flat,28.4172,76.9081
sector 81,2.45,11492.0,1800.0,3.0,3.0,flat,28.3867,76.9485
sector 68,0.92,7390.0,1127.0,2.0,2.0,flat,28.3853,77.0484
sector 69,1.4,8929.0,1376.0,3.0,3.0,flat,28.3966,77.0341
sector 99,0.27,6054.0,498.0,2.0,2.0,flat,28.464,76.9614
sector 70,2.0,8333.0,2114.0,4.0,5.0,flat,28.3968,77.0233
sector 76,0.5,6579.0,844.0,2.0,2.0,flat,28.3935,76.9888
sector 104,0.2,6645.0,301.0,1.0,1.0,flat,28.4788,76.996
sector 106,3.2,16000.0,2224.0,3.0,3.0,flat,28.5007,77.0003
sector 70,1.63,8359.0,1527.0,3.0,5.0,flat,28.3968,77.0233
sector 67a,2.0,11581.0,1346.0,3.0,3.0,flat,28.396,77.0372
sector 79,1.29,8206.0,1423.0,2.0,2.0,flat,28.3624,76.9787
sector 79,1.25,9038.0,1383.0,2.0,2.0,flat,28.3624,76.9787
sector 103,3.25,8125.0,4000.0,4.0,3.0,house,28.4949,76.9845
sector 33,1.4,9333.0,1448.0,2.0,2.0,flat,28.442,77.0207
sector 56,1.45,7632.0,1719.0,3.0,3.0,flat,28.4245,77.0991
sector 85,1.25,5896.0,1900.0,3.0,4.0,flat,28.4042,76.9513
sector 8,0.59,10085.0,585.0,2.0,2.0,house,28.3738,76.897
sector 49,2.9,12170.0,2157.0,4.0,4.0,flat,28.4121,77.048
sector 65,2.15,15003.0,1433.0,2.0,2.0,flat,28.403,77.069
sector 62,7.56,18000.0,4200.0,4.0,4.0,flat,28.4139,77.0886
sector 83,0.75,5660.0,1199.0,2.0,2.0,flat,28.3986,76.9647
sector 65,2.29,13879.0,1833.0,3.0,4.0,flat,28.403,77.069
sector 99,1.9,6702.0,2835.0,4.0,4.0,flat,28.464,76.9614
sector 63a,3.7,15417.0,2667.0,3.0,3.0,flat,28.3923,77.0888
sector 41,9.25,28549.0,5000.0,9.0,9.0,house,28.4557,77.0632
sohna road,1.5,14245.0,1053.0,2.0,3.0,house,,
sector 102,1.54,9333.0,1315.0,3.0,3.0,flat,28.475,76.9715
sector 12,2.7,8571.0,3150.0,4.0,3.0,flat,28.4723,77.032
sector 41,9.35,28858.0,7500.0,10.0,10.0,house,28.4557,77.0632
sector 72,3.21,16050.0,2140.0,3.0,4.0,flat,28.4225,77.0211
sector 111,3.5,11864.0,2700.0,4.0,5.0,flat,28.5238,77.032
sector 86,1.3,6736.0,1715.0,3.0,3.0,flat,28.3986,76.9384
sector 108,0.7,4667.0,1468.0,2.0,2.0,flat,28.5134,76.983
sector 104,2.55,10408.0,2303.0,4.0,4.0,flat,28.4788,76.996
sector 109,1.75,10000.0,1466.0,3.0,3.0,flat,28.5073,77.0089
sector 81,4.7,6786.0,6268.0,4.0,4.0,flat,28.3867,76.9485
sector 5,0.4,4444.0,1000.0,3.0,2.0,flat,28.4794,77.0176
sector 43,11.5,17692.0,9000.0,7.0,8.0,house,28.4629,77.0772
sector 72,6.75,19286.0,4000.0,4.0,4.0,flat,28.4225,77.0211
sector 33,1.55,9873.0,1421.0,3.0,4.0,flat,28.442,77.0207
sector 85,0.67,5826.0,1250.0,2.0,2.0,flat,28.4042,76.9513
sector 107,0.5,7692.0,494.0,2.0,2.0,flat,28.5052,76.9729
sector 102,1.45,8788.0,1300.0,3.0,3.0,flat,28.475,76.9715
sector 81,0.9,5056.0,1780.0,3.0,3.0,flat,28.3867,76.9485
sector 67,1.85,8222.0,278.0,3.0,3.0,house,28.3859,77.0608
sector 15,1.4,10769.0,1444.0,4.0,3.0,flat,28.4621,77.0464
sector 67,2.8,13672.0,2048.0,3.0,3.0,flat,28.3859,77.0608
sector 5,0.28,4308.0,600.0,2.0,2.0,flat,28.4794,77.0176
sector 90,1.25,5930.0,1557.0,3.0,3.0,flat,28.4085,76.9369
sector 104,2.49,10163.0,2217.0,3.0,3.0,flat,28.4788,76.996
sector 90,0.64,4923.0,1199.0,2.0,2.0,flat,28.4085,76.9369
sector 11,2.5,17857.0,1850.0,5.0,4.0,house,28.4531,77.0202
sector 39,2.0,6250.0,3556.0,5.0,4.0,flat,28.4434,77.0515
sector 74,1.5,10714.0,1556.0,2.0,2.0,flat,28.4158,77.0118
sector 77,0.75,5589.0,1180.0,2.0,2.0,flat,28.3801,76.9845
sector 103,0.9,6667.0,1222.0,2.0,2.0,flat,28.4949,76.9845
sector 36,0.5,8333.0,600.0,1.0,1.0,flat,28.416,76.9914
sector 13,9.0,11111.0,8100.0,10.0,5.0,house,28.4757,77.0392
sector 67,1.0,12107.0,826.0,1.0,1.0,flat,28.3859,77.0608
sector 22,1.75,12700.0,1249.0,2.0,2.0,flat,28.5072,77.064
sector 3,1.5,10288.0,210.0,3.0,3.0,house,28.4909,77.0176
sector 54,5.7,41245.0,1382.0,3.0,3.0,flat,28.4348,77.1089
sector 55,5.6,20741.0,2700.0,6.0,4.0,house,28.4281,77.11
sector 108,2.0,7197.0,2500.0,4.0,4.0,flat,28.5134,76.983
sector 91,0.9,6870.0,1186.0,2.0,2.0,flat,28.4014,76.9225
sector 50,2.7,10365.0,2400.0,3.0,3.0,flat,28.4178,77.0628
sector 69,0.6,10000.0,667.0,2.0,1.0,flat,28.3966,77.0341
sector 33,0.85,9444.0,900.0,3.0,2.0,house,28.442,77.0207
sector 66,2.8,16471.0,1700.0,3.0,4.0,flat,28.3925,77.0541
sector 57,6.25,23496.0,2660.0,9.0,9.0,house,28.4232,77.0752
sector 93,1.3,11285.0,1152.0,3.0,2.0,house,28.4153,76.9326
sector 24,1.9,3786.0,5018.0,10.0,9.0,house,28.4939,77.1038
sector 106,0.39,5571.0,567.0,1.0,1.0,flat,28.5007,77.0003
manesar,0.81,3129.0,1900.0,3.0,3.0,flat,28.3515,76.9428
sector 85,1.77,7350.0,1450.0,3.0,4.0,flat,28.4042,76.9513
sector 104,2.65,8413.0,2851.0,4.0,4.0,flat,28.4788,76.996
sector 84,0.41,7033.0,565.0,2.0,2.0,flat,28.3979,76.9736
sector 92,2.0,8333.0,2453.0,4.0,5.0,flat,28.4079,76.9153
sector 81,2.4,11412.0,1650.0,3.0,3.0,flat,28.3867,76.9485
sector 4,0.47,8007.0,624.0,2.0,1.0,house,28.4738,77.0107
sector 84,0.85,5556.0,1222.0,2.0,2.0,flat,28.3979,76.9736
sector 37d,1.17,8298.0,1276.0,2.0,2.0,flat,28.4478,76.9703
sector 67,3.5,14583.0,2225.0,3.0,4.0,flat,28.3859,77.0608
sector 70a,1.82,10997.0,1600.0,3.0,3.0,flat,,
sector 57,6.21,23000.0,2700.0,6.0,6.0,house,28.4232,77.0752
sector 66,1.5,11219.0,1330.0,2.0,3.0,flat,28.3925,77.0541
sector 2,5.7,14729.0,4550.0,5.0,5.0,house,28.5095,77.032
sector 79,0.95,6209.0,1385.0,2.0,2.0,flat,28.3624,76.9787
sector 36,0.37,10541.0,319.0,1.0,1.0,flat,28.416,76.9914
sector 14,2.75,12500.0,2200.0,4.0,5.0,flat,28.4711,77.0454
sector 50,6.75,19882.0,3395.0,4.0,4.0,flat,28.4178,77.0628
sector 108,1.25,9259.0,1500.0,3.0,3.0,flat,28.5134,76.983
sector 43,2.1,15419.0,1233.0,3.0,3.0,flat,28.4629,77.0772
sector 67a,1.9,8862.0,1991.0,4.0,4.0,flat,28.396,77.0372
sector 3,0.8,8155.0,981.0,2.0,4.0,house,28.4909,77.0176
sector 33,9.5,19333.0,4914.0,6.0,6.0,house,28.442,77.0207
sector 1,2.01,11427.0,1956.0,4.0,4.0,flat,28.3663,76.9456
sector 71,0.37,8222.0,450.0,1.0,1.0,flat,28.4104,77.0281
sector 107,1.4,5930.0,2137.0,3.0,4.0,flat,28.5052,76.9729
sector 69,1.76,9514.0,1674.0,3.0,4.0,flat,28.3966,77.0341
sector 90,1.42,4865.0,2139.0,4.0,4.0,flat,28.4085,76.9369
sector 5,1.0,11111.0,900.0,3.0,4.0,house,28.4794,77.0176
sector 102,1.1,12182.0,817.0,2.0,2.0,flat,28.475,76.9715
sector 77,1.9,9500.0,1582.0,3.0,4.0,flat,28.3801,76.9845
sector 70a,1.9,9500.0,2111.0,4.0,3.0,flat,,
sector 54,1.75,7955.0,2100.0,3.0,3.0,flat,28.4348,77.1089
sector 77,1.55,7949.0,1800.0,4.0,4.0,flat,28.3801,76.9845
sector 84,1.2,9449.0,1149.0,2.0,2.0,flat,28.3979,76.9736
sector 86,1.28,8205.0,1740.0,3.0,4.0,flat,28.3986,76.9384
sector 82a,1.25,8333.0,1667.0,3.0,2.0,flat,28.3858,76.9686
sector 85,0.69,5219.0,1075.0,2.0,2.0,flat,28.4042,76.9513
sector 72,3.3,15385.0,2000.0,3.0,3.0,flat,28.4225,77.0211
sector 84,1.2,7453.0,1457.0,2.0,2.0,flat,28.3979,76.9736
sector 77,1.2,6586.0,1822.0,3.0,3.0,flat,28.3801,76.9845
sector 54,4.85,30180.0,1607.0,3.0,4.0,flat,28.4348,77.1089
sector 2,0.4,4444.0,900.0,3.0,4.0,house,28.5095,77.032
sector 82,0.86,6022.0,1294.0,2.0,2.0,flat,28.3935,76.96
sector 33,1.7,9450.0,1697.0,3.0,3.0,flat,28.442,77.0207
sector 70,1.15,8519.0,1500.0,2.0,2.0,flat,28.3968,77.0233
sohna road,0.2,2667.0,743.0,2.0,2.0,flat,,
sector 79,1.1,12731.0,1154.0,3.0,3.0,flat,28.3624,76.9787
sector 81,1.45,8011.0,1650.0,3.0,3.0,flat,28.3867,76.9485
sector 109,6.3,9000.0,7000.0,4.0,5.0,house,28.5073,77.0089
sector 99,1.1,7097.0,1368.0,2.0,2.0,flat,28.464,76.9614
sector 82a,1.87,10395.0,1668.0,3.0,3.0,flat,28.3858,76.9686
sector 67,2.98,14558.0,2047.0,3.0,3.0,flat,28.3859,77.0608
sector 53,4.65,17574.0,2646.0,5.0,5.0,house,28.4433,77.0948
sector 49,4.16,11699.0,3219.0,5.0,4.0,flat,28.4121,77.048
sector 70a,2.75,12791.0,2150.0,3.0,3.0,flat,,
sector 81,2.25,10699.0,1600.0,3.0,3.0,flat,28.3867,76.9485
sohna road,0.3,5128.0,650.0,2.0,2.0,flat,,
sector 110,1.0,8795.0,120.0,3.0,2.0,house,28.5145,77.0197
sector 113,2.0,11074.0,1806.0,3.0,3.0,flat,28.5287,77.0233
sector 113,2.7,16364.0,2217.0,3.0,4.0,flat,28.5287,77.0233
sector 113,1.38,12000.0,1350.0,2.0,2.0,flat,28.5287,77.0233
sector 77,1.05,5763.0,1600.0,3.0,3.0,flat,28.3801,76.9845
sector 103,1.5,8671.0,1741.0,3.0,3.0,flat,28.4949,76.9845
sector 60,2.5,16129.0,1403.0,2.0,3.0,flat,28.4003,77.0975
sector 56,1.65,7006.0,2131.0,3.0,3.0,flat,28.4245,77.0991
sector 111,3.45,11695.0,2670.0,4.0,5.0,flat,28.5238,77.032
sector 65,1.3,20602.0,812.0,2.0,2.0,flat,28.403,77.069
sector 89,0.95,8903.0,804.0,2.0,2.0,flat,28.4253,76.9439
sector 70,1.25,9259.0,1222.0,2.0,2.0,flat,28.3968,77.0233
sector 49,2.23,10969.0,1840.0,3.0,3.0,flat,28.4121,77.048
sector 83,1.25,7812.0,1970.0,4.0,4.0,flat,28.3986,76.9647
sector 79,2.0,8453.0,2629.0,3.0,4.0,flat,28.3624,76.9787
sector 48,2.5,12821.0,2167.0,4.0,5.0,flat,28.4177,77.0359
sector 67,3.4,14419.0,2123.0,3.0,4.0,flat,28.3859,77.0608
sector 5,0.4,8000.0,500.0,2.0,1.0,house,28.4794,77.0176
sector 92,0.99,6622.0,1661.0,3.0,2.0,flat,28.4079,76.9153
sector 85,1.75,9589.0,1825.0,3.0,3.0,flat,28.4042,76.9513
sector 113,2.78,11347.0,2599.0,3.0,3.0,flat,28.5287,77.0233
sector 78,0.62,5004.0,1115.0,2.0,2.0,flat,28.3733,76.9729
sector 69,1.92,8000.0,2172.0,4.0,5.0,flat,28.3966,77.0341
sector 49,2.38,11498.0,2061.0,3.0,4.0,flat,28.4121,77.048
sector 2,2.5,16057.0,1557.0,4.0,4.0,house,28.5095,77.032
sector 107,1.7,6142.0,2505.0,4.0,5.0,flat,28.5052,76.9729
sector 54,1.55,8611.0,1900.0,3.0,3.0,flat,28.4348,77.1089
sector 82a,2.91,6700.0,3902.0,4.0,4.0,flat,28.3858,76.9686
sector 57,4.75,28788.0,1650.0,3.0,3.0,house,28.4232,77.0752
sohna road,0.73,5753.0,1148.0,2.0,2.0,flat,,
sector 102,2.04,14069.0,1644.0,3.0,3.0,flat,28.475,76.9715
sector 108,2.45,14040.0,1460.0,3.0,3.0,flat,28.5134,76.983
sector 37d,1.07,8237.0,1450.0,3.0,3.0,flat,28.4478,76.9703
sector 48,2.7,11714.0,2000.0,3.0,3.0,flat,28.4177,77.0359
sector 89,0.97,7861.0,1371.0,2.0,2.0,flat,28.4253,76.9439
sector 33,1.7,9503.0,1619.0,3.0,3.0,flat,28.442,77.0207
sector 9,1.25,6921.0,2007.0,4.0,3.0,flat,28.4603,77.0
sector 50,12.5,40850.0,3060.0,4.0,4.0,house,28.4178,77.0628
sector 71,1.25,6596.0,1577.0,3.0,4.0,flat,28.4104,77.0281
sector 79,1.34,8524.0,1423.0,3.0,3.0,flat,28.3624,76.9787
sector 81,0.5,6803.0,700.0,2.0,2.0,flat,28.3867,76.9485
sector 3,0.92,15257.0,603.0,4.0,1.0,house,28.4909,77.0176
sector 25,9.0,33333.0,2700.0,5.0,5.0,house,28.4844,77.086
sector 77,2.25,11250.0,1810.0,3.0,3.0,flat,28.3801,76.9845
sector 38,4.0,22222.0,4800.0,4.0,9.0,house,28.4347,77.043
sohna road,0.95,7845.0,1210.723472,3.0,2.0,flat,,
sector 50,2.97,11401.0,2600.0,3.0,3.0,flat,28.4178,77.0628
sector 59,5.5,18182.0,2738.0,3.0,3.0,flat,28.4051,77.1097
sector 65,6.15,18331.0,3355.0,3.0,4.0,flat,28.403,77.069
sector 49,2.5,13514.0,1900.0,3.0,3.0,house,28.4121,77.048
sector 67a,0.62,11855.0,581.0,2.0,2.0,flat,28.396,77.0372
sector 84,0.9,4932.0,1652.0,3.0,3.0,flat,28.3979,76.9736
sector 90,1.55,6557.0,2139.0,4.0,4.0,flat,28.4085,76.9369
sector 9,3.2,13519.0,2367.0,3.0,3.0,house,28.4603,77.0
sector 108,3.95,16859.0,2343.0,4.0,5.0,flat,28.5134,76.983
sector 105,0.37,8222.0,450.0,2.0,2.0,house,28.4952,77.0114
sector 65,2.7,16364.0,1650.0,3.0,3.0,flat,28.403,77.069
sector 58,2.2,13480.0,1432.0,2.0,2.0,flat,28.42,77.1105
sector 81,0.38,9500.0,444.0,1.0,1.0,flat,28.3867,76.9485
sohna road,0.24,7059.0,378.0,1.0,1.0,flat,,
sector 79,1.35,6941.0,2161.0,3.0,3.0,flat,28.3624,76.9787
sector 12,1.35,12217.0,2052.0,2.0,5.0,house,28.4723,77.032
sector 49,1.85,10577.0,1471.12,3.0,3.0,flat,28.4121,77.048
sector 104,1.9,11249.0,1365.0,3.0,3.0,flat,28.4788,76.996
sector 107,0.37,6679.0,615.0,2.0,2.0,flat,28.5052,76.9729
sector 102,1.35,9934.0,1230.0,2.0,2.0,flat,28.475,76.9715
sector 6,0.66,10784.0,612.0,3.0,2.0,house,28.4745,77.0262
sector 67,1.5,8641.0,200.0,5.0,3.0,house,28.3859,77.0608
sector 55,5.0,44444.0,1125.0,2.0,9.0,house,28.4281,77.11
sector 53,7.4,33199.0,2477.0,4.0,4.0,flat,28.4433,77.0948
sohna road,0.74,6016.0,1367.0,2.0,2.0,flat,,
sector 85,1.14,6951.0,1484.0,2.0,2.0,flat,28.4042,76.9513
sector 2,3.0,19268.0,1557.0,6.0,4.0,house,28.5095,77.032
sector 79,2.01,8495.0,2141.0,3.0,4.0,flat,28.3624,76.9787
sector 92,0.58,4099.0,1281.0,3.0,3.0,flat,28.4079,76.9153
sohna road,0.96,6571.0,1131.0,2.0,2.0,flat,,
sector 108,1.7,8487.0,1500.29,3.0,4.0,flat,28.5134,76.983
sector 37d,1.79,8981.0,1808.0,4.0,3.0,flat,28.4478,76.9703
sector 108,2.4,17379.0,1250.0,2.0,2.0,flat,28.5134,76.983
sector 65,1.95,13929.0,1556.0,3.0,3.0,flat,28.403,77.069
sector 112,2.8,11471.0,2441.0,2.0,3.0,flat,28.5189,77.0183
sector 86,1.23,8311.0,1339.0,2.0,2.0,flat,28.3986,76.9384
sector 92,0.95,4857.0,1770.0,4.0,3.0,flat,28.4079,76.9153
sector 7,1.3,13499.0,963.0,2.0,3.0,house,28.4644,77.0143
sector 88a,1.5,8108.0,2056.0,3.0,3.0,flat,28.4347,76.9557
sector 26,19.0,42054.0,4518.0,6.0,6.0,house,28.4757,77.1032
sector 82,0.94,6532.0,1299.0,2.0,2.0,flat,28.3935,76.96
sector 48,8.5,26235.0,3240.0,4.0,4.0,house,28.4177,77.0359
sector 99,0.27,5433.0,552.0,2.0,2.0,flat,28.464,76.9614
sector 55,1.9,10556.0,2000.0,4.0,3.0,flat,28.4281,77.11
sector 90,0.65,4815.0,1222.0,2.0,2.0,flat,28.4085,76.9369
sohna road,1.2,22305.0,535.0,1.0,4.0,house,,
sector 92,1.22,5250.0,2093.0,4.0,3.0,flat,28.4079,76.9153
sector 68,1.32,9047.0,1460.0,2.0,2.0,flat,28.3853,77.0484
sector 104,1.32,8516.0,1403.0,2.0,2.0,flat,28.4788,76.996
sector 90,1.9,6967.0,2512.0,4.0,4.0,flat,28.4085,76.9369
sector 8,0.82,9111.0,900.0,2.0,3.0,house,28.3738,76.897
sector 61,1.57,13652.0,1150.0,2.0,2.0,flat,28.405,77.0963
sector 102,2.0,10799.0,1676.0,3.0,3.0,flat,28.475,76.9715
sector 79,0.9,5882.0,1450.0,2.0,2.0,flat,28.3624,76.9787
sector 43,3.3,26570.0,1242.0,1.0,1.0,house,28.4629,77.0772
sector 104,2.55,13077.0,2509.0,4.0,4.0,flat,28.4788,76.996
sector 109,6.8,12593.0,5400.0,4.0,5.0,house,28.5073,77.0089
sector 71,1.25,7172.0,1577.0,3.0,4.0,flat,28.4104,77.0281
sector 81,3.25,11805.0,2491.0,4.0,4.0,flat,28.3867,76.9485
sector 61,3.87,17200.0,2250.0,3.0,4.0,flat,28.405,77.0963
sector 9,1.1,6111.0,200.0,4.0,3.0,house,28.4603,77.0
sector 82a,3.85,7500.0,5711.0,5.0,6.0,flat,28.3858,76.9686
sohna road,1.1,7550.0,1319.0,3.0,2.0,flat,,
sector 50,11.0,40741.0,2700.0,4.0,4.0,house,28.4178,77.0628
sector 60,3.75,13393.0,2534.0,4.0,5.0,flat,28.4003,77.0975
sector 79,0.8,6178.0,1172.0,2.0,2.0,flat,28.3624,76.9787
sector 109,7.0,11240.0,6228.0,5.0,5.0,house,28.5073,77.0089
sector 2,1.26,8051.0,1416.0,2.0,2.0,flat,28.5095,77.032
sector 90,1.3,6736.0,1929.0,3.0,3.0,flat,28.4085,76.9369
sector 69,0.74,5502.0,1210.0,3.0,3.0,flat,28.3966,77.0341
sector 70a,2.8,11915.0,2350.0,3.0,4.0,flat,,
manesar,2.0,14959.0,1337.4,3.0,1.0,house,28.3515,76.9428
sector 74,1.4,9831.0,1289.0,2.0,2.0,flat,28.4158,77.0118
sector 89,0.88,7964.0,1228.0,2.0,2.0,flat,28.4253,76.9439
sector 90,1.25,6460.0,1650.0,3.0,3.0,flat,28.4085,76.9369
sector 83,1.6,8649.0,1674.0,3.0,3.0,flat,28.3986,76.9647
sector 25,10.55,39074.0,2700.0,5.0,6.0,house,28.4844,77.086
sector 65,6.1,18139.0,3027.0,3.0,3.0,flat,28.403,77.069
sector 69,1.8,8955.0,1819.0,4.0,4.0,flat,28.3966,77.0341
sector 1,0.85,3864.0,2200.0,3.0,3.0,flat,28.3663,76.9456
sector 83,1.75,9211.0,1600.0,3.0,3.0,flat,28.3986,76.9647
sector 85,1.18,7169.0,1630.0,2.0,2.0,flat,28.4042,76.9513
sector 84,1.02,4869.0,1896.0,4.0,4.0,flat,28.3979,76.9736
sector 95,0.56,4106.0,1364.0,2.0,2.0,flat,28.4172,76.9081
sector 70a,2.1,3889.0,667.0,3.0,2.0,house,,
sector 70a,2.6,12009.0,2406.0,3.0,2.0,flat,,
sector 67a,0.7,11844.0,657.0,2.0,2.0,flat,28.396,77.0372
sector 111,4.67,17000.0,3056.0,4.0,4.0,flat,28.5238,77.032
sector 92,0.75,7143.0,1298.0,3.0,2.0,flat,28.4079,76.9153
sector 68,1.02,8095.0,1250.0,2.0,2.0,flat,28.3853,77.0484
sector 72,3.9,13425.0,2509.0,4.0,4.0,flat,28.4225,77.0211
sector 86,1.93,8446.0,2068.0,3.0,4.0,flat,28.3986,76.9384
sector 62,4.0,14870.0,2343.0,3.0,3.0,flat,28.4139,77.0886
sector 65,2.85,14430.0,1975.0,4.0,4.0,flat,28.403,77.069
sector 92,0.49,4910.0,1109.0,2.0,2.0,flat,28.4079,76.9153
sector 77,1.1,5296.0,1829.0,3.0,4.0,flat,28.3801,76.9845
sector 81,2.12,10081.0,1650.0,3.0,3.0,flat,28.3867,76.9485
sector 7,1.0,8818.0,126.0,2.0,2.0,house,28.4644,77.0143
