sector,price,price_per_sqft,built_up_area,bedRoom,bathroom,property_type,latitude,longitude
sector 107,0.38,6333.0,627.0,2.0,2.0,flat,28.5052,76.9729
manesar,0.9,3478.0,1900.0,3.0,3.0,flat,28.3515,76.9428
sector 79,0.96,13296.0,1012.0,2.0,2.0,flat,28.3624,76.9787
sector 107,1.49,6311.0,2137.0,3.0,4.0,flat,28.5052,76.9729
sector 70,1.6,8205.0,1527.0,3.0,3.0,flat,28.3968,77.0233
sector 102,3.0,10490.0,3178.0,4.0,4.0,flat,28.475,76.9715
sector 68,1.13,9076.0,1130.0,2.0,2.0,flat,28.3853,77.0484
manesar,0.65,4260.0,1696.0,3.0,2.0,flat,28.3515,76.9428
sector 67,3.05,12650.0,2029.0,3.0,3.0,flat,28.3859,77.0608
sector 52,2.0,8511.0,2091.0,4.0,3.0,flat,28.4379,77.0785
sector 108,2.9,14478.0,2003.0,3.0,4.0,flat,28.5134,76.983
sector 25,10.5,29022.0,3618.0,5.0,5.0,house,28.4844,77.086
sector 89,1.55,10000.0,1403.0,3.0,2.0,flat,28.4253,76.9439
sector 4,0.32,3368.0,1056.0,2.0,2.0,flat,28.4738,77.0107
sector 95,0.46,4646.0,990.0,2.0,2.0,flat,28.4172,76.9081
sector 79,1.2,13841.0,1165.0,3.0,3.0,flat,28.3624,76.9787
sector 109,1.7,17617.0,965.0,1.0,1.0,flat,28.5073,77.0089
sector 47,0.99,17188.0,576.0,1.0,4.0,house,28.4276,77.0492
sector 43,4.2,19765.0,2125.0,3.0,4.0,flat,28.4629,77.0772
sector 112,3.0,11538.0,2600.0,3.0,3.0,flat,28.5189,77.0183
sector 49,6.75,19737.0,3420.0,5.0,4.0,house,28.4121,77.048
sector 77,1.25,8621.0,1611.0,3.0,4.0,flat,28.3801,76.9845
sector 85,1.99,8660.0,2398.0,3.0,4.0,flat,28.4042,76.9513
sector 108,1.68,8387.0,1338.29,3.0,3.0,flat,28.5134,76.983
sohna road,0.78,6171.0,1144.0,2.0,2.0,flat,,
sector 84,1.49,7590.0,1833.0,3.0,3.0,flat,28.3979,76.9736
sector 45,2.4,12346.0,195.0,3.0,3.0,flat,28.4466,77.066
sector 65,2.9,14684.0,2194.0,4.0,4.0,flat,28.403,77.069
sector 108,2.29,8240.0,2779.0,4.0,5.0,flat,28.5134,76.983
sector 65,2.4,14545.0,1600.0,3.0,3.0,flat,28.403,77.069
sohna road,0.34,5405.0,699.0,2.0,2.0,flat,,
sector 37,0.86,4886.0,1593.0,3.0,3.0,flat,28.4375,76.9999
sector 61,1.6,11594.0,1533.0,2.0,2.0,flat,28.405,77.0963
sector 88,1.1,8148.0,1350.0,2.0,4.0,flat,28.422,76.9571
sector 60,3.05,12788.0,2300.0,3.0,3.0,flat,28.4003,77.0975
sector 71,0.6,10000.0,557.0,2.0,2.0,flat,28.4104,77.0281
sector 48,8.5,21250.0,4000.0,4.0,5.0,house,28.4177,77.0359
sector 9,3.5,13410.0,2610.0,9.0,9.0,house,28.4603,77.0
sector 110,3.6,10588.0,3077.0,4.0,5.0,flat,28.5145,77.0197
sector 15,10.0,22222.0,4518.0,5.0,5.0,house,28.4621,77.0464
sector 70,1.6,8205.0,2167.0,3.0,5.0,flat,28.3968,77.0233
sector 10,1.7,18889.0,900.0,2.0,1.0,house,28.4537,77.0009
sector 12,1.7,9444.0,1800.0,1.0,1.0,house,28.4723,77.032
sector 81,2.35,11175.0,1550.0,3.0,3.0,flat,28.3867,76.9485
sector 109,7.0,12963.0,5400.0,5.0,6.0,house,28.5073,77.0089
sector 95,0.19,591.0,3569.0,1.0,1.0,flat,28.4172,76.9081
sector 63,3.35,16470.0,2034.0,3.0,3.0,flat,28.3971,77.0867
sector 72,3.1,6693.0,3374.0,4.0,5.0,flat,28.4225,77.0211
sector 106,1.1,9735.0,1186.0,3.0,4.0,flat,28.5007,77.0003
sector 26,4.0,4531.0,8829.0,4.0,3.0,house,28.4757,77.1032
sector 102,2.5,7817.0,2600.0,4.0,5.0,flat,28.475,76.9715
sector 49,2.09,11579.0,1633.0,3.0,3.0,flat,28.4121,77.048
sector 49,2.35,11559.0,2030.0,3.0,3.0,flat,28.4121,77.048
sohna road,0.67,5537.0,1095.0,2.0,2.0,flat,,
sector 65,1.9,14996.0,1141.0,2.0,2.0,flat,28.403,77.069
sohna road,0.7,6071.0,1281.0,3.0,3.0,flat,,
sector 37,0.78,5714.0,1068.1,2.0,2.0,flat,28.4375,76.9999
sector 49,3.75,22046.0,1701.0,3.0,3.0,house,28.4121,77.048
sector 3,1.35,12784.0,1056.0,2.0,2.0,flat,28.4909,77.0176
gwal pahari,5.5,9483.0,5249.0,4.0,5.0,flat,28.4484,77.021
sector 66,1.85,12568.0,1470.0,2.0,3.0,flat,28.3925,77.0541
sector 79,0.95,6552.0,1611.0,2.0,2.0,flat,28.3624,76.9787
sector 56,0.47,7769.0,672.0,1.0,1.0,flat,28.4245,77.0991
sector 65,1.99,15794.0,1140.0,2.0,2.0,flat,28.403,77.069
sector 37,1.25,7090.0,1350.0,3.0,3.0,flat,28.4375,76.9999
sector 77,0.75,5589.0,1140.0,2.0,2.0,flat,28.3801,76.9845
sector 63a,3.85,15437.0,2771.0,3.0,3.0,house,28.3923,77.0888
sector 90,0.96,5120.0,1697.0,3.0,4.0,flat,28.4085,76.9369
sector 54,1.69,7953.0,1991.0,3.0,3.0,flat,28.4348,77.1089
sector 88a,1.45,8082.0,1993.0,3.0,3.0,flat,28.4347,76.9557
sector 109,6.25,11574.0,5400.0,4.0,4.0,house,28.5073,77.0089
sohna road,0.26,4514.0,521.0,2.0,2.0,flat,,
sector 104,1.73,7555.0,2072.0,3.0,4.0,flat,28.4788,76.996
sector 48,6.25,24300.0,3200.0,3.0,5.0,flat,28.4177,77.0359
sector 113,2.87,12489.0,2553.0,4.0,4.0,flat,28.5287,77.0233
sector 111,2.65,13590.0,2086.0,3.0,4.0,flat,28.5238,77.032
sector 22,1.65,11957.0,1200.0,2.0,2.0,flat,28.5072,77.064
sector 90,1.2,6838.0,1572.0,3.0,3.0,flat,28.4085,76.9369
sector 14,5.0,22222.0,2250.0,3.0,3.0,house,28.4711,77.0454
sector 72,3.19,12152.0,2376.0,4.0,5.0,flat,28.4225,77.0211
sector 81,2.3,14375.0,1854.0,3.0,4.0,flat,28.3867,76.9485
sector 81,2.3,14603.0,1825.0,3.0,4.0,flat,28.3867,76.9485
sector 90,1.75,5721.0,2468.0,4.0,4.0,flat,28.4085,76.9369
sector 105,0.45,4737.0,1056.0,3.0,2.0,flat,28.4952,77.0114
sector 49,2.55,12319.0,2060.0,3.0,4.0,flat,28.4121,77.048
sector 48,3.45,18459.0,1869.0,3.0,3.0,flat,28.4177,77.0359
sector 95,0.4,7782.0,571.0,2.0,2.0,flat,28.4172,76.9081
sector 81,2.21,10366.0,1881.0,3.0,3.0,flat,28.3867,76.9485
dwarka expressway,1.6,7824.0,1529.0,3.0,3.0,flat,,
sector 4,0.6,11696.0,57.0,3.0,3.0,house,28.4738,77.0107
sector 33,0.95,6859.0,1253.0,2.0,2.0,flat,28.442,77.0207
sector 86,2.5,7827.0,3194.0,4.0,5.0,house,28.3986,76.9384
sector 102,1.77,9195.0,1653.0,3.0,3.0,flat,28.475,76.9715
sector 70,2.0,8333.0,2169.0,4.0,5.0,flat,28.3968,77.0233
sector 108,4.1,23402.0,2343.0,4.0,5.0,flat,28.5134,76.983
sector 79,1.85,9640.0,1643.0,3.0,4.0,flat,28.3624,76.9787
sector 95,0.56,4106.0,1234.0,2.0,2.0,flat,28.4172,76.9081
sector 50,3.0,11516.0,2357.0,3.0,3.0,flat,28.4178,77.0628
sector 99,0.32,5517.0,577.0,2.0,2.0,flat,28.464,76.9614
sector 99,1.56,7812.0,1807.0,3.0,5.0,flat,28.464,76.9614
sector 79,2.5,11141.0,2244.0,3.0,3.0,flat,28.3624,76.9787
sector 110,0.22,3667.0,543.0,2.0,1.0,flat,28.5145,77.0197
sohna road,0.3,4688.0,711.0,2.0,2.0,flat,,
sector 89,1.25,8784.0,1288.0,3.0,3.0,flat,28.4253,76.9439
sector 26,13.5,29880.0,4518.0,5.0,5.0,house,28.4757,77.1032
sector 91,2.5,7058.0,3400.0,4.0,4.0,house,28.4014,76.9225
sector 43,6.5,35403.0,1836.0,5.0,4.0,house,28.4629,77.0772
sector 43,2.35,14242.0,1527.0,3.0,3.0,flat,28.4629,77.0772
sector 53,5.0,17241.0,3222.0,3.0,4.0,flat,28.4433,77.0948
sector 113,2.35,10600.0,2210.0,3.0,3.0,flat,28.5287,77.0233
sector 7,0.9,10000.0,900.0,2.0,4.0,house,28.4644,77.0143
sector 83,1.35,12329.0,1387.0,3.0,3.0,flat,28.3986,76.9647
sector 70,1.8,9231.0,1527.0,3.0,4.0,flat,28.3968,77.0233
sector 102,2.15,9307.0,1945.0,3.0,4.0,flat,28.475,76.9715
sector 43,5.8,20707.0,2801.0,4.0,4.0,flat,28.4629,77.0772
sector 57,4.7,21759.0,2160.0,3.0,3.0,house,28.4232,77.0752
sector 68,0.9,7627.0,1311.0,2.0,2.0,flat,28.3853,77.0484
sector 104,0.4,7030.0,514.0,2.0,2.0,flat,28.4788,76.996
sector 109,1.72,8000.0,1797.0,3.0,4.0,flat,28.5073,77.0089
sector 4,0.4,9259.0,432.0,1.0,1.0,house,28.4738,77.0107
sector 92,1.55,7769.0,1805.0,3.0,4.0,flat,28.4079,76.9153
sector 50,3.99,8867.0,4500.0,4.0,5.0,house,28.4178,77.0628
sector 81,2.3,8647.0,2280.0,3.0,4.0,flat,28.3867,76.9485
sector 67,2.99,11832.0,2200.0,3.0,3.0,flat,28.3859,77.0608
sector 65,2.8,16970.0,1650.0,3.0,3.0,flat,28.403,77.069
sector 52,5.0,9615.0,5200.0,5.0,5.0,flat,28.4379,77.0785
sohna road,1.07,6185.0,1600.0,3.0,3.0,flat,,
sector 81,1.45,8735.0,1352.0,3.0,2.0,flat,28.3867,76.9485
sohna road,1.01,6999.0,1184.0,2.0,2.0,flat,,
sector 73,17.0,35109.0,9000.0,5.0,8.0,house,28.4072,77.0118
sector 48,1.6,8377.0,1700.0,3.0,3.0,flat,28.4177,77.0359
sector 105,0.6,13333.0,450.0,3.0,3.0,house,28.4952,77.0114
sector 113,3.05,11338.0,2600.0,3.0,4.0,flat,28.5287,77.0233
sector 66,3.98,18091.0,2200.0,3.0,4.0,flat,28.3925,77.0541
sector 69,1.75,9459.0,2056.0,3.0,4.0,flat,28.3966,77.0341
sector 62,6.5,14987.0,3925.0,4.0,4.0,flat,28.4139,77.0886
sector 69,1.43,9039.0,1428.0,3.0,3.0,flat,28.3966,77.0341
sector 6,0.4,2500.0,1600.0,4.0,2.0,house,28.4745,77.0262
sector 76,3.5,11917.0,2937.0,3.0,4.0,flat,28.3935,76.9888
sector 102,1.92,9600.0,2222.0,3.0,3.0,flat,28.475,76.9715
sector 9,0.75,5814.0,1433.0,3.0,3.0,flat,28.4603,77.0
sohna road,0.39,4105.0,720.0,2.0,2.0,flat,,
sohna road,0.54,6331.0,939.0,2.0,2.0,flat,,
sector 81,2.5,11726.0,1700.0,3.0,3.0,flat,28.3867,76.9485
sector 3,1.25,8657.0,1161.0,2.0,2.0,flat,28.4909,77.0176
sector 9,1.5,9091.0,1833.0,4.0,3.0,flat,28.4603,77.0
sector 102,1.52,9212.0,1315.0,3.0,3.0,flat,28.475,76.9715
sector 83,0.83,6667.0,1154.0,2.0,2.0,flat,28.3986,76.9647
sector 108,3.0,18394.0,2204.25,4.0,5.0,flat,28.5134,76.983
sector 92,0.95,5013.0,1895.0,4.0,5.0,flat,28.4079,76.9153
sector 86,0.5,9690.0,573.0,2.0,2.0,flat,28.3986,76.9384
sector 46,3.55,24500.0,1449.0,5.0,4.0,house,28.4374,77.0586
sector 51,0.3,4630.0,80.0,1.0,1.0,flat,28.432,77.0686
sector 57,3.5,21605.0,1620.0,4.0,4.0,house,28.4232,77.0752
sector 79,1.7,7427.0,1659.0,3.0,4.0,flat,28.3624,76.9787
sector 54,4.86,25920.0,1875.0,3.0,4.0,flat,28.4348,77.1089
sector 92,0.5,5000.0,1000.0,2.0,2.0,flat,28.4079,76.9153
sector 102,2.6,10008.0,2351.0,3.0,3.0,flat,28.475,76.9715
sector 102,1.4,8485.0,1413.0,3.0,3.0,flat,28.475,76.9715
sector 26,18.9,41833.0,4518.0,6.0,8.0,house,28.4757,77.1032
sector 17,3.5,24306.0,1440.0,2.0,6.0,house,28.4791,77.0608
sector 102,2.5,7817.0,2894.0,4.0,5.0,flat,28.475,76.9715
sector 7,0.8,8097.0,1100.0,3.0,2.0,flat,28.4644,77.0143
sector 104,1.75,10361.0,1529.0,3.0,3.0,flat,28.4788,76.996
sector 59,5.8,19174.0,3361.0,3.0,4.0,flat,28.4051,77.1097
sector 49,2.0,7262.0,2492.0,4.0,3.0,flat,28.4121,77.048
sector 58,2.2,16000.0,1528.0,2.0,2.0,flat,28.42,77.1105
sector 81,3.5,11686.0,2577.0,4.0,5.0,flat,28.3867,76.9485
manesar,1.6,6809.0,2611.0,4.0,6.0,flat,28.3515,76.9428
sector 85,2.15,8929.0,2179.0,3.0,5.0,flat,28.4042,76.9513
sector 95,0.2,5464.0,407.0,1.0,1.0,flat,28.4172,76.9081
sector 81,3.0,9419.0,2882.0,4.0,5.0,flat,28.3867,76.9485
sohna road,0.58,7056.0,822.0,2.0,2.0,flat,,
sector 65,2.85,15591.0,1828.0,3.0,3.0,flat,28.403,77.069
sector 102,2.4,9306.0,2334.0,3.0,4.0,flat,28.475,76.9715
sector 72,6.5,15294.0,3846.0,4.0,4.0,flat,28.4225,77.0211
sector 79,1.28,8556.0,1265.0,3.0,3.0,flat,28.3624,76.9787
manesar,0.85,5102.0,1508.0,3.0,2.0,flat,28.3515,76.9428
sector 110,4.25,10954.0,3511.0,5.0,5.0,flat,28.5145,77.0197
sector 103,0.8,5878.0,1089.0,2.0,2.0,flat,28.4949,76.9845
sector 65,2.25,13612.0,1592.0,2.0,2.0,flat,28.403,77.069
sector 109,10.0,27778.0,3600.0,4.0,5.0,house,28.5073,77.0089
sector 37d,0.8,8421.0,860.0,2.0,2.0,flat,28.4478,76.9703
sector 59,4.02,17501.0,2550.0,3.0,3.0,flat,28.4051,77.1097
sector 103,2.4,8348.0,2456.0,4.0,6.0,flat,28.4949,76.9845
sector 83,1.12,6455.0,1500.0,3.0,3.0,flat,28.3986,76.9647
sector 84,1.05,5012.0,1896.0,4.0,4.0,flat,28.3979,76.9736
sector 56,1.7,10968.0,1585.0,3.0,2.0,flat,28.4245,77.0991
sector 85,2.1,7468.0,2600.0,4.0,4.0,flat,28.4042,76.9513
sector 24,4.25,13281.0,3201.0,3.0,4.0,flat,28.4939,77.1038
sector 102,2.22,13875.0,2000.0,3.0,4.0,flat,28.475,76.9715
sector 11,3.08,11407.0,2700.0,6.0,4.0,house,28.4531,77.0202
sector 102,2.5,13998.0,1653.0,3.0,3.0,flat,28.475,76.9715
sector 70a,0.95,10215.0,930.0,2.0,2.0,flat,,
sector 43,9.5,42222.0,2250.0,5.0,5.0,house,28.4629,77.0772
sector 37,0.87,5513.0,1300.0,2.0,3.0,flat,28.4375,76.9999
sector 6,0.6,7595.0,790.0,2.0,2.0,flat,28.4745,77.0262
sector 69,1.2,8889.0,1222.0,2.0,3.0,flat,28.3966,77.0341
sector 107,1.3,8922.0,1554.0,3.0,3.0,flat,28.5052,76.9729
sohna road,0.9,8036.0,1120.0,3.0,2.0,flat,,
sector 65,2.36,14303.0,1493.0,3.0,3.0,flat,28.403,77.069
sector 33,1.3,10744.0,1095.0,2.0,2.0,flat,28.442,77.0207
sector 33,0.4,5000.0,724.0,2.0,2.0,flat,28.442,77.0207
sector 37,0.9,5614.0,1500.0,3.0,3.0,flat,28.4375,76.9999
sector 54,4.85,25867.0,1875.0,3.0,4.0,flat,28.4348,77.1089
sohna road,0.54,6506.0,922.0,2.0,2.0,flat,,
sector 85,1.5,5859.0,2017.0,4.0,5.0,flat,28.4042,76.9513
sector 107,1.29,8836.0,1690.0,3.0,3.0,flat,28.5052,76.9729
sohna road,2.6,5215.0,4986.0,2.0,2.0,flat,,
sector 26,4.5,33333.0,1350.0,3.0,3.0,house,28.4757,77.1032
sector 12,0.35,9722.0,360.0,2.0,1.0,house,28.4723,77.032
sector 70,1.62,8308.0,1527.0,3.0,5.0,flat,28.3968,77.0233
sector 85,1.3,10484.0,1491.0,2.0,2.0,flat,28.4042,76.9513
sector 109,1.88,6154.0,2765.0,4.0,5.0,flat,28.5073,77.0089
sector 109,1.7,9742.0,1550.0,3.0,3.0,flat,28.5073,77.0089
sector 46,4.35,23693.0,1836.0,3.0,8.0,house,28.4374,77.0586
sector 85,2.15,7646.0,2545.0,4.0,5.0,flat,28.4042,76.9513
sector 68,1.45,9615.0,1365.0,3.0,2.0,flat,28.3853,77.0484
sector 86,0.78,5735.0,1360.0,2.0,2.0,flat,28.3986,76.9384
sector 58,3.83,21577.0,2000.0,3.0,4.0,flat,28.42,77.1105
sector 92,0.62,4806.0,1498.0,2.0,2.0,flat,28.4079,76.9153
sector 106,1.4,9979.0,1535.0,4.0,6.0,flat,28.5007,77.0003
sector 49,0.94,14009.0,746.0,1.0,2.0,flat,28.4121,77.048
sector 109,2.0,7605.0,2380.0,4.0,4.0,flat,28.5073,77.0089
gwal pahari,7.0,10999.0,5430.0,4.0,4.0,flat,28.4484,77.021
sector 49,0.8,11111.0,720.0,1.0,1.0,flat,28.4121,77.048
sector 72,8.6,12286.0,7000.0,4.0,5.0,house,28.4225,77.0211
sector 110,3.45,10147.0,3077.0,4.0,4.0,flat,28.5145,77.0197
sector 50,7.0,32407.0,2160.0,3.0,2.0,house,28.4178,77.0628
sector 90,1.8,7223.0,2005.0,4.0,4.0,flat,28.4085,76.9369
sector 85,1.49,5820.0,2017.0,4.0,5.0,flat,28.4042,76.9513
sohna road,0.88,11125.0,1016.0,2.0,2.0,flat,,
sector 14,7.5,16600.0,4518.0,3.0,3.0,house,28.4711,77.0454
sector 70a,4.0,6666.0,6000.0,4.0,4.0,house,,
sector 86,1.25,8446.0,1339.0,2.0,2.0,flat,28.3986,76.9384
sector 43,8.5,31481.0,2700.0,5.0,5.0,house,28.4629,77.0772
sector 43,2.5,9434.0,2398.0,4.0,4.0,flat,28.4629,77.0772
sohna road,0.78,6404.0,1344.0,3.0,3.0,flat,,
sector 12,3.5,14787.0,4800.0,8.0,8.0,house,28.4723,77.032
sohna road,0.68,8252.0,916.0,2.0,2.0,flat,,
sohna road,0.75,5556.0,1350.0,2.0,2.0,flat,,
sector 89,1.13,8503.0,1473.0,3.0,3.0,flat,28.4253,76.9439
sector 104,0.98,5950.0,1490.0,3.0,3.0,flat,28.4788,76.996
sector 90,1.29,9021.0,1540.0,3.0,3.0,flat,28.4085,76.9369
sohna road,0.3,6237.0,524.0,2.0,2.0,flat,,
sector 84,2.24,6523.0,3165.0,4.0,4.0,flat,28.3979,76.9736
sector 33,2.15,13522.0,1439.0,3.0,3.0,flat,28.442,77.0207
sector 104,2.52,8000.0,2800.0,4.0,4.0,flat,28.4788,76.996
sector 2,0.7,7778.0,900.0,1.0,1.0,house,28.5095,77.032
sector 102,1.75,9063.0,1748.0,3.0,4.0,flat,28.475,76.9715
sector 5,3.75,11029.0,3400.0,5.0,5.0,house,28.4794,77.0176
sector 50,15.0,33333.0,4500.0,4.0,4.0,house,28.4178,77.0628
sector 82,1.4,8235.0,1700.0,3.0,3.0,house,28.3935,76.96
sector 7,2.4,8889.0,2700.0,10.0,5.0,house,28.4644,77.0143
sector 112,2.6,10651.0,2441.0,2.0,2.0,flat,28.5189,77.0183
sector 62,2.1,14257.0,1365.0,2.0,2.0,flat,28.4139,77.0886
sector 86,0.43,8583.0,557.0,2.0,2.0,flat,28.3986,76.9384
sector 50,3.25,12810.0,2819.0,3.0,4.0,flat,28.4178,77.0628
sector 47,8.81,27191.0,3240.0,8.0,6.0,house,28.4276,77.0492
sector 36,0.4,10204.0,436.0,1.0,1.0,flat,28.416,76.9914
sector 65,2.85,14430.0,2194.0,4.0,4.0,flat,28.403,77.069
sector 43,9.85,29642.0,3323.0,5.0,5.0,house,28.4629,77.0772
sector 90,1.25,8639.0,1608.0,3.0,4.0,flat,28.4085,76.9369
sector 62,3.95,15263.0,2876.0,3.0,3.0,flat,28.4139,77.0886
sector 28,1.24,12400.0,1050.0,2.0,2.0,flat,28.4728,77.0865
sector 9,1.3,5039.0,2580.0,4.0,4.0,flat,28.4603,77.0
sector 25,4.31,31926.0,1350.0,5.0,4.0,house,28.4844,77.086
sector 92,0.6,5000.0,1333.0,3.0,2.0,flat,28.4079,76.9153
sector 65,3.29,17998.0,1828.0,3.0,3.0,flat,28.403,77.069
sector 12,2.75,12343.0,2228.0,6.0,6.0,house,28.4723,77.032
sector 50,2.7,9982.0,2357.0,3.0,3.0,flat,28.4178,77.0628
sector 69,1.51,9569.0,1325.0,3.0,3.0,flat,28.3966,77.0341
sector 79,2.55,9533.0,2675.0,4.0,5.0,flat,28.3624,76.9787
sector 56,2.09,8708.0,2300.0,4.0,4.0,flat,28.4245,77.0991
sector 56,1.37,9133.0,1450.0,3.0,3.0,flat,28.4245,77.0991
sohna road,0.48,4368.0,995.0,2.0,2.0,flat,,
sector 40,2.15,23889.0,900.0,3.0,3.0,house,28.4498,77.0567
sector 81,3.46,12047.0,2599.0,4.0,4.0,flat,28.3867,76.9485
sector 26,19.0,42222.0,4500.0,6.0,8.0,house,28.4757,77.1032
sector 85,2.5,13797.0,2013.0,4.0,5.0,flat,28.4042,76.9513
sohna road,0.75,6938.0,1081.0,2.0,2.0,flat,,
sector 65,3.0,17996.0,1667.0,3.0,3.0,flat,28.403,77.069
sector 83,1.12,6455.0,1200.0,3.0,3.0,flat,28.3986,76.9647
sector 92,1.42,7760.0,1738.0,3.0,3.0,flat,28.4079,76.9153
sector 91,1.9,6975.0,2465.0,4.0,4.0,flat,28.4014,76.9225
sector 50,7.42,34352.0,3200.0,4.0,4.0,house,28.4178,77.0628
sector 82,1.25,6378.0,1774.0,3.0,4.0,flat,28.3935,76.96
sector 102,2.12,16960.0,1852.0,3.0,3.0,flat,28.475,76.9715
sector 33,1.7,12593.0,1500.0,3.0,3.0,flat,28.442,77.0207
sector 61,1.47,12783.0,1278.0,2.0,2.0,flat,28.405,77.0963
sector 82,1.39,6411.0,1955.0,3.0,3.0,flat,28.3935,76.96
sector 83,1.75,9211.0,1600.0,3.0,3.0,flat,28.3986,76.9647
sector 62,2.45,16003.0,1200.0,2.0,2.0,flat,28.4139,77.0886
sector 67,8.0,22222.0,3600.0,6.0,7.0,house,28.3859,77.0608
sector 106,1.32,5605.0,1535.0,4.0,5.0,flat,28.5007,77.0003
sector 107,0.52,8062.0,717.0,3.0,2.0,flat,28.5052,76.9729
sector 113,1.45,11364.0,1080.0,2.0,2.0,flat,28.5287,77.0233
sector 107,0.28,5680.0,543.0,2.0,2.0,flat,28.5052,76.9729
sector 81,1.15,6928.0,1352.0,3.0,2.0,flat,28.3867,76.9485
sector 43,2.1,4250.0,549.0,10.0,10.0,house,28.4629,77.0772
sector 105,0.65,9028.0,720.0,3.0,2.0,house,28.4952,77.0114
sector 88a,1.31,8101.0,1463.0,2.0,2.0,flat,28.4347,76.9557
sector 83,0.75,6024.0,1150.0,2.0,2.0,flat,28.3986,76.9647
sector 104,1.8,7860.0,2544.0,3.0,4.0,flat,28.4788,76.996
sector 109,2.22,10597.0,1860.0,3.0,4.0,flat,28.5073,77.0089
sector 102,1.4,8485.0,1300.0,3.0,3.0,flat,28.475,76.9715
sector 2,2.55,16378.0,1557.0,3.0,3.0,house,28.5095,77.032
sector 25,10.5,29022.0,3618.0,4.0,4.0,house,28.4844,77.086
sector 37,1.4,5385.0,2343.0,4.0,5.0,flat,28.4375,76.9999
sohna road,0.52,6326.0,913.0,2.0,2.0,flat,,
sohna road,0.3,5405.0,605.0,2.0,2.0,flat,,
sector 102,1.9,9784.0,1757.0,3.0,4.0,flat,28.475,76.9715
sector 48,8.5,26235.0,3240.0,4.0,4.0,house,28.4177,77.0359
sector 54,2.0,3440.0,60.0,9.0,9.0,house,28.4348,77.1089
sector 65,2.79,14127.0,2194.0,4.0,4.0,flat,28.403,77.069
sector 25,11.0,35530.0,3096.0,5.0,5.0,house,28.4844,77.086
sector 84,0.85,4928.0,1561.0,3.0,3.0,flat,28.3979,76.9736
sector 76,0.55,7422.0,823.0,2.0,2.0,flat,28.3935,76.9888
sector 48,2.75,10755.0,2574.0,3.0,4.0,flat,28.4177,77.0359
sector 28,2.1,23333.0,900.0,2.0,8.0,house,28.4728,77.0865
sector 23,2.4,12000.0,2000.0,3.0,3.0,house,28.5121,77.0478
sohna road,0.9,6143.0,1100.0,2.0,2.0,flat,,
sector 37d,1.25,6083.0,2283.0,3.0,3.0,flat,28.4478,76.9703
sector 65,12.5,34722.0,3600.0,4.0,4.0,house,28.403,77.069
sector 95,0.28,3651.0,694.0,2.0,2.0,flat,28.4172,76.9081
sector 26,5.5,30556.0,1800.0,4.0,4.0,house,28.4757,77.1032
sector 4,0.5,11111.0,450.0,2.0,2.0,house,28.4738,77.0107
sector 26,6.0,33333.0,1800.0,3.0,5.0,house,28.4757,77.1032
sector 85,0.72,4881.0,1350.0,3.0,3.0,flat,28.4042,76.9513
sector 69,1.36,8619.0,1291.0,3.0,3.0,flat,28.3966,77.0341
sector 80,1.1,5705.0,1580.0,3.0,3.0,flat,28.3659,76.9557
sector 69,1.95,9701.0,1819.0,4.0,4.0,flat,28.3966,77.0341
sector 86,1.27,6580.0,1800.0,3.0,4.0,flat,28.3986,76.9384
sector 85,1.19,7121.0,1670.0,2.0,2.0,flat,28.4042,76.9513
sector 37d,2.08,10000.0,2211.0,4.0,4.0,flat,28.4478,76.9703
sector 102,1.2,14563.0,1073.0,2.0,2.0,flat,28.475,76.9715
sohna road,0.07,2527.0,33.0,1.0,1.0,house,,
sector 109,5.7,10556.0,5400.0,4.0,4.0,house,28.5073,77.0089
sector 25,9.5,33404.0,2844.0,9.0,9.0,house,28.4844,77.086
sector 81,0.96,9766.0,1194.0,2.0,2.0,flat,28.3867,76.9485
sector 81,2.35,11233.0,1558.0,3.0,4.0,flat,28.3867,76.9485
sector 61,2.2,14203.0,1721.0,3.0,3.0,flat,28.405,77.0963
sector 48,5.15,18885.0,2727.0,5.0,7.0,house,28.4177,77.0359
sector 61,1.65,13750.0,1333.0,2.0,2.0,flat,28.405,77.0963
sector 33,1.35,8738.0,1398.0,3.0,4.0,flat,28.442,77.0207
sector 37d,0.5,7143.0,778.0,3.0,3.0,flat,28.4478,76.9703
sector 70a,6.0,22222.0,2700.0,5.0,4.0,house,,
sector 109,2.1,8124.0,2100.0,3.0,4.0,flat,28.5073,77.0089
sector 70,1.1,8148.0,1350.0,3.0,2.0,flat,28.3968,77.0233
sector 4,0.43,6615.0,722.0,2.0,2.0,flat,28.4738,77.0107
manesar,1.25,4715.0,2946.0,4.0,4.0,flat,28.3515,76.9428
sector 89,1.6,8163.0,1774.0,3.0,3.0,flat,28.4253,76.9439
sector 82a,2.6,11439.0,2273.0,4.0,4.0,flat,28.3858,76.9686
sector 83,1.4,7179.0,2167.0,4.0,4.0,flat,28.3986,76.9647
sector 67,2.78,13581.0,2047.0,3.0,3.0,flat,28.3859,77.0608
sector 2,0.56,8550.0,722.0,1.0,1.0,flat,28.5095,77.032
sector 77,2.1,10500.0,1600.0,3.0,4.0,flat,28.3801,76.9845
sector 56,2.95,20359.0,1449.0,2.0,2.0,house,28.4245,77.0991
sector 65,2.6,15758.0,1650.0,3.0,3.0,flat,28.403,77.069
sector 37,0.7,4878.0,1299.0,2.0,3.0,flat,28.4375,76.9999
